Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Entropy Coefficient,Actor Loss,Critic loss
2,23,10.0,0.0007,0.0007,0.722,0.0001,15.557530403137207,0.6549391150474548
1,15,14.0,0.0008,0.0007,0.7845,0.0005,30.917940139770508,1.1444519758224487
3,16,20.0,0.0007,0.0007,0.7818,0.001,48.18305969238281,1.3312395811080933
2,24,22.0,0.0007,0.0007,0.722,0.0001,43.37153625488281,0.9120573401451111
3,17,18.0,0.0007,0.0007,0.7818,0.001,41.63090515136719,1.2849804162979126
1,16,42.0,0.0008,0.0007,0.7845,0.0005,113.56163024902344,1.7181243896484375
2,25,25.0,0.0007,0.0007,0.722,0.0001,53.333499908447266,0.9749013781547546
3,18,15.0,0.0007,0.0007,0.7818,0.001,32.84000015258789,1.13301420211792
1,17,11.0,0.0008,0.0007,0.7845,0.0005,24.366090774536133,0.9484587907791138
2,26,17.0,0.0007,0.0007,0.722,0.0001,34.07030487060547,0.8932901620864868
3,19,25.0,0.0007,0.0007,0.7818,0.001,64.58238220214844,1.432257056236267
2,27,12.0,0.0007,0.0007,0.722,0.0001,18.768524169921875,0.6944283843040466
1,18,22.0,0.0008,0.0007,0.7845,0.0005,53.96074676513672,1.4371564388275146
3,20,10.0,0.0007,0.0007,0.7818,0.001,19.300596237182617,0.8187161684036255
2,28,14.0,0.0007,0.0007,0.722,0.0001,25.40878677368164,0.7476940751075745
1,19,17.0,0.0008,0.0007,0.7845,0.0005,40.89672088623047,1.310915231704712
2,29,16.0,0.0007,0.0007,0.722,0.0001,31.18246078491211,0.8492686152458191
2,30,23.0,0.0007,0.0007,0.722,0.0001,48.42264175415039,0.9331749081611633
1,20,32.0,0.0008,0.0007,0.7845,0.0005,83.03152465820312,1.6011930704116821
3,21,76.0,0.0007,0.0007,0.7818,0.001,212.8324432373047,1.7346127033233643
2,31,20.0,0.0007,0.0007,0.722,0.0001,39.019893646240234,0.8712106943130493
3,22,14.0,0.0007,0.0007,0.7818,0.001,30.341508865356445,1.062561273574829
3,23,14.0,0.0007,0.0007,0.7818,0.001,29.10356330871582,1.040045976638794
1,21,48.0,0.0008,0.0007,0.7845,0.0005,127.9166488647461,1.6730890274047852
3,24,14.0,0.0007,0.0007,0.7818,0.001,28.996267318725586,1.0471148490905762
1,22,23.0,0.0008,0.0007,0.7845,0.0005,56.03472900390625,1.4596984386444092
1,23,19.0,0.0008,0.0007,0.7845,0.0005,46.16945266723633,1.2748020887374878
3,25,38.0,0.0007,0.0007,0.7818,0.001,101.56568145751953,1.6134566068649292
2,32,86.0,0.0007,0.0007,0.722,0.0001,193.5291748046875,1.038392186164856
2,33,13.0,0.0007,0.0007,0.722,0.0001,21.481447219848633,0.6946030259132385
1,24,37.0,0.0008,0.0007,0.7845,0.0005,98.7608871459961,1.6151176691055298
3,26,41.0,0.0007,0.0007,0.7818,0.001,109.81275939941406,1.6211665868759155
2,34,32.0,0.0007,0.0007,0.722,0.0001,68.68388366699219,0.9619085192680359
3,27,15.0,0.0007,0.0007,0.7818,0.001,33.46507263183594,1.1238503456115723
