Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Entropy Coefficient,Actor Loss,Critic loss
1,90,200.0,0.001,0.001,0.99,0.0007,1142.6549072265625,70.97993469238281
3,87,200.0,0.001,0.001,0.99,0.0003,35.371341705322266,22.045019149780273
1,91,200.0,0.001,0.001,0.99,0.0007,1191.388427734375,66.01177215576172
2,76,200.0,0.001,0.001,0.99,0.0003,-182.8589324951172,68.58477020263672
3,88,200.0,0.001,0.001,0.99,0.0003,-273.8785400390625,18.822280883789062
1,92,160.0,0.001,0.001,0.99,0.0007,-177.24705505371094,57.16424560546875
3,89,200.0,0.001,0.001,0.99,0.0003,-153.50051879882812,42.15864944458008
2,77,200.0,0.001,0.001,0.99,0.0003,170.67129516601562,43.611515045166016
1,93,200.0,0.001,0.001,0.99,0.0007,677.3544311523438,61.850494384765625
3,90,200.0,0.001,0.001,0.99,0.0003,-1363.2562255859375,108.12371063232422
2,78,200.0,0.001,0.001,0.99,0.0003,-181.8708953857422,66.89999389648438
1,94,163.0,0.001,0.001,0.99,0.0007,382.7635803222656,40.54430389404297
3,91,174.0,0.001,0.001,0.99,0.0003,-1965.4427490234375,148.7268829345703
2,79,200.0,0.001,0.001,0.99,0.0003,-492.6205749511719,73.33535766601562
1,95,200.0,0.001,0.001,0.99,0.0007,663.4407958984375,53.768829345703125
3,92,200.0,0.001,0.001,0.99,0.0003,1224.267822265625,36.37544631958008
2,80,200.0,0.001,0.001,0.99,0.0003,246.76394653320312,53.800228118896484
1,96,200.0,0.001,0.001,0.99,0.0007,408.8269958496094,55.57137680053711
3,93,200.0,0.001,0.001,0.99,0.0003,847.5826416015625,23.628347396850586
1,97,200.0,0.001,0.001,0.99,0.0007,735.1267700195312,46.85390853881836
2,81,200.0,0.001,0.001,0.99,0.0003,17.407005310058594,58.764678955078125
3,94,200.0,0.001,0.001,0.99,0.0003,429.8043518066406,32.8283576965332
1,98,200.0,0.001,0.001,0.99,0.0007,546.6025390625,39.761051177978516
2,82,200.0,0.001,0.001,0.99,0.0003,36.5848503112793,48.21218490600586
3,95,167.0,0.001,0.001,0.99,0.0003,313.48516845703125,10.257079124450684
1,99,200.0,0.001,0.001,0.99,0.0007,-36.81596755981445,57.342376708984375
2,83,200.0,0.001,0.001,0.99,0.0003,2.9783167839050293,44.60786819458008
3,96,200.0,0.001,0.001,0.99,0.0003,1039.82275390625,27.283044815063477
1,100,200.0,0.001,0.001,0.99,0.0007,-181.22494506835938,64.31887817382812
2,84,200.0,0.001,0.001,0.99,0.0003,-171.71009826660156,54.29658889770508
3,97,200.0,0.001,0.001,0.99,0.0003,-276.06427001953125,30.630064010620117
1,101,200.0,0.001,0.001,0.99,0.0007,710.4490966796875,43.104305267333984
2,85,200.0,0.001,0.001,0.99,0.0003,-626.47802734375,61.18751907348633
3,98,200.0,0.001,0.001,0.99,0.0003,626.0919189453125,20.080698013305664
1,102,188.0,0.001,0.001,0.99,0.0007,343.5607604980469,28.686725616455078
2,86,200.0,0.001,0.001,0.99,0.0003,-320.6326599121094,66.9457015991211
3,99,175.0,0.001,0.001,0.99,0.0003,54.259117126464844,8.735271453857422
1,103,200.0,0.001,0.001,0.99,0.0007,283.2499084472656,30.41080665588379
2,87,200.0,0.001,0.001,0.99,0.0003,-52.64286422729492,50.381629943847656
3,100,200.0,0.001,0.001,0.99,0.0003,315.15704345703125,13.370948791503906
1,104,200.0,0.001,0.001,0.99,0.0007,-70.39619445800781,49.76130294799805
3,101,135.0,0.001,0.001,0.99,0.0003,-891.37255859375,28.462594985961914
2,88,200.0,0.001,0.001,0.99,0.0003,179.29458618164062,61.438392639160156
3,102,141.0,0.001,0.001,0.99,0.0003,247.4119415283203,4.1174492835998535
1,105,200.0,0.001,0.001,0.99,0.0007,297.2279052734375,33.64069747924805
2,89,200.0,0.001,0.001,0.99,0.0003,-161.00222778320312,60.56438064575195
3,103,200.0,0.001,0.001,0.99,0.0003,-176.9090576171875,18.30083656311035
1,106,200.0,0.001,0.001,0.99,0.0007,46.63349533081055,28.5031681060791
2,90,200.0,0.001,0.001,0.99,0.0003,167.44204711914062,42.62288284301758
3,104,200.0,0.001,0.001,0.99,0.0003,-771.3826904296875,31.38722038269043
1,107,200.0,0.001,0.001,0.99,0.0007,-424.9501037597656,47.07695388793945
2,91,200.0,0.001,0.001,0.99,0.0003,-455.6763000488281,56.812049865722656
3,105,200.0,0.001,0.001,0.99,0.0003,-706.9910278320312,64.64968872070312
1,108,200.0,0.001,0.001,0.99,0.0007,-344.4246826171875,52.34920120239258
2,92,200.0,0.001,0.001,0.99,0.0003,75.74476623535156,57.8546257019043
1,109,200.0,0.001,0.001,0.99,0.0007,135.089599609375,35.79187774658203
3,106,200.0,0.001,0.001,0.99,0.0003,-776.5142822265625,68.63191986083984
2,93,200.0,0.001,0.001,0.99,0.0003,505.6776428222656,52.655670166015625
1,110,200.0,0.001,0.001,0.99,0.0007,-157.3412628173828,42.99423599243164
3,107,200.0,0.001,0.001,0.99,0.0003,665.4329833984375,31.642637252807617
2,94,200.0,0.001,0.001,0.99,0.0003,232.03070068359375,46.254825592041016
1,111,200.0,0.001,0.001,0.99,0.0007,151.32615661621094,33.26250076293945
3,108,200.0,0.001,0.001,0.99,0.0003,-143.6221923828125,53.74692916870117
2,95,200.0,0.001,0.001,0.99,0.0003,-705.3378295898438,63.511043548583984
3,109,185.0,0.001,0.001,0.99,0.0003,-2376.2783203125,218.56040954589844
1,112,200.0,0.001,0.001,0.99,0.0007,-902.2625732421875,80.61131286621094
2,96,200.0,0.001,0.001,0.99,0.0003,-202.97816467285156,54.90642166137695
3,110,200.0,0.001,0.001,0.99,0.0003,-898.760498046875,101.30073547363281
1,113,200.0,0.001,0.001,0.99,0.0007,158.29244995117188,58.438140869140625
2,97,200.0,0.001,0.001,0.99,0.0003,87.81339263916016,54.86378860473633
3,111,200.0,0.001,0.001,0.99,0.0003,-154.8459930419922,78.14134979248047
2,98,200.0,0.001,0.001,0.99,0.0003,490.9018859863281,56.06270217895508
1,114,200.0,0.001,0.001,0.99,0.0007,410.9707336425781,38.01639175415039
3,112,200.0,0.001,0.001,0.99,0.0003,-598.1627197265625,135.06578063964844
2,99,200.0,0.001,0.001,0.99,0.0003,473.1318664550781,59.981910705566406
1,115,200.0,0.001,0.001,0.99,0.0007,200.5243377685547,47.26651382446289
3,113,139.0,0.001,0.001,0.99,0.0003,-1338.314208984375,139.97891235351562
2,100,200.0,0.001,0.001,0.99,0.0003,-219.61415100097656,50.132469177246094
1,116,200.0,0.001,0.001,0.99,0.0007,-845.6103515625,107.59663391113281
3,114,175.0,0.001,0.001,0.99,0.0003,-452.7757263183594,104.8338623046875
