Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Entropy Coefficient,Actor Loss,Critic loss
1,16,17.0,0.001,0.0007,0.7413,0.001,2.003251791000366,0.9231762886047363
3,18,15.0,0.0007,0.0009,0.9528,0.0004,4.422135829925537,4.81557035446167
1,17,10.0,0.001,0.0007,0.7413,0.001,2.009690761566162,0.8087377548217773
2,17,34.0,0.0009,0.0007,0.8556,0.001,3.91935133934021,3.306506395339966
2,18,14.0,0.0009,0.0007,0.8556,0.001,2.9116482734680176,1.939558982849121
3,19,29.0,0.0007,0.0009,0.9528,0.0004,6.90936803817749,11.562746047973633
2,19,12.0,0.0009,0.0007,0.8556,0.001,2.476802349090576,1.6663328409194946
1,18,44.0,0.001,0.0007,0.7413,0.001,2.3295133113861084,1.196466088294983
2,20,12.0,0.0009,0.0007,0.8556,0.001,2.2571966648101807,1.6147257089614868
3,20,17.0,0.0007,0.0009,0.9528,0.0004,4.5414204597473145,5.653059482574463
1,19,19.0,0.001,0.0007,0.7413,0.001,2.0990371704101562,1.0054455995559692
2,21,14.0,0.0009,0.0007,0.8556,0.001,2.7317841053009033,1.9151880741119385
3,21,11.0,0.0007,0.0009,0.9528,0.0004,3.165950298309326,2.6969099044799805
3,22,11.0,0.0007,0.0009,0.9528,0.0004,3.0176126956939697,2.8409690856933594
1,20,22.0,0.001,0.0007,0.7413,0.001,2.1665847301483154,1.074510097503662
2,22,20.0,0.0009,0.0007,0.8556,0.001,3.1434593200683594,2.4847323894500732
1,21,13.0,0.001,0.0007,0.7413,0.001,1.863877296447754,0.7794511914253235
1,22,10.0,0.001,0.0007,0.7413,0.001,1.6446168422698975,0.6279156804084778
2,23,16.0,0.0009,0.0007,0.8556,0.001,2.954282283782959,2.0661561489105225
3,23,24.0,0.0007,0.0009,0.9528,0.0004,5.920658588409424,8.926565170288086
1,23,14.0,0.001,0.0007,0.7413,0.001,1.8395042419433594,0.8178110122680664
3,24,12.0,0.0007,0.0009,0.9528,0.0004,3.318175792694092,2.99763560295105
1,24,11.0,0.001,0.0007,0.7413,0.001,1.6431559324264526,0.6579774618148804
2,24,61.0,0.0009,0.0007,0.8556,0.001,4.274101257324219,3.7787227630615234
3,25,30.0,0.0007,0.0009,0.9528,0.0004,7.064793109893799,11.843523979187012
1,25,47.0,0.001,0.0007,0.7413,0.001,2.3213000297546387,1.1948713064193726
2,25,12.0,0.0009,0.0007,0.8556,0.001,2.63482403755188,1.6283180713653564
3,26,15.0,0.0007,0.0009,0.9528,0.0004,4.213961124420166,4.587308406829834
2,26,23.0,0.0009,0.0007,0.8556,0.001,3.23140549659729,2.6418702602386475
1,26,24.0,0.001,0.0007,0.7413,0.001,2.1521542072296143,1.061576008796692
2,27,15.0,0.0009,0.0007,0.8556,0.001,2.7439608573913574,1.971350073814392
3,27,34.0,0.0007,0.0009,0.9528,0.0004,7.575711250305176,13.68723201751709
1,27,20.0,0.001,0.0007,0.7413,0.001,2.107093334197998,1.0091406106948853
3,28,16.0,0.0007,0.0009,0.9528,0.0004,4.292891979217529,4.9975738525390625
2,28,24.0,0.0009,0.0007,0.8556,0.001,3.4382755756378174,2.6498687267303467
1,28,26.0,0.001,0.0007,0.7413,0.001,2.2992959022521973,1.086089015007019
2,29,10.0,0.0009,0.0007,0.8556,0.001,2.382852792739868,1.318385124206543
3,29,17.0,0.0007,0.0009,0.9528,0.0004,4.438742160797119,5.356751918792725
1,29,28.0,0.001,0.0007,0.7413,0.001,2.124467611312866,1.0318260192871094
2,30,23.0,0.0009,0.0007,0.8556,0.001,3.4011874198913574,2.694474220275879
1,30,17.0,0.001,0.0007,0.7413,0.001,1.874060869216919,0.8485169410705566
3,30,47.0,0.0007,0.0009,0.9528,0.0004,8.680020332336426,18.399106979370117
