Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate
1,1,16.0,0.0010000000474974513,0.0010000000474974513
1,2,27.0,0.0010000000474974513,0.0010000000474974513
1,3,20.0,0.0010000000474974513,0.0010000000474974513
1,4,14.0,0.0010000000474974513,0.0010000000474974513
1,5,33.0,0.0010000000474974513,0.0010000000474974513
1,6,15.0,0.0010000000474974513,0.0010000000474974513
1,7,19.0,0.0010000000474974513,0.0010000000474974513
1,8,9.0,0.0010000000474974513,0.0010000000474974513
1,9,11.0,0.0010000000474974513,0.0010000000474974513
1,10,26.0,0.0010000000474974513,0.0010000000474974513
1,11,27.0,0.0010000000474974513,0.0010000000474974513
1,12,37.0,0.0010000000474974513,0.0010000000474974513
1,13,12.0,0.0010000000474974513,0.0010000000474974513
1,14,18.0,0.0010000000474974513,0.0010000000474974513
1,15,19.0,0.0010000000474974513,0.0010000000474974513
1,16,24.0,0.0010000000474974513,0.0010000000474974513
1,17,27.0,0.0010000000474974513,0.0010000000474974513
1,18,40.0,0.0010000000474974513,0.0010000000474974513
1,19,66.0,0.0010000000474974513,0.0010000000474974513
1,20,36.0,0.0010000000474974513,0.0010000000474974513
1,21,44.0,0.0010000000474974513,0.0010000000474974513
1,22,55.0,0.0010000000474974513,0.0010000000474974513
1,23,97.0,0.0010000000474974513,0.0010000000474974513
1,24,54.0,0.0010000000474974513,0.0010000000474974513
1,25,33.0,0.0010000000474974513,0.0010000000474974513
1,26,35.0,0.0010000000474974513,0.0010000000474974513
1,27,38.0,0.0010000000474974513,0.0010000000474974513
1,28,26.0,0.0010000000474974513,0.0010000000474974513
1,29,33.0,0.0010000000474974513,0.0010000000474974513
1,30,35.0,0.0010000000474974513,0.0010000000474974513
1,31,36.0,0.0010000000474974513,0.0010000000474974513
1,32,83.0,0.0010000000474974513,0.0010000000474974513
1,33,55.0,0.0010000000474974513,0.0010000000474974513
1,34,57.0,0.0010000000474974513,0.0010000000474974513
1,35,99.0,0.0010000000474974513,0.0010000000474974513
1,36,102.0,0.0010000000474974513,0.0010000000474974513
1,37,97.0,0.0010000000474974513,0.0010000000474974513
1,38,38.0,0.0010000000474974513,0.0010000000474974513
1,39,31.0,0.0010000000474974513,0.0010000000474974513
1,40,160.0,0.0010000000474974513,0.0010000000474974513
1,41,41.0,0.0010000000474974513,0.0010000000474974513
1,42,70.0,0.0010000000474974513,0.0010000000474974513
1,43,81.0,0.0010000000474974513,0.0010000000474974513
1,44,120.0,0.0010000000474974513,0.0010000000474974513
1,45,148.0,0.0010000000474974513,0.0010000000474974513
1,46,128.0,0.0010000000474974513,0.0010000000474974513
1,47,149.0,0.0010000000474974513,0.0010000000474974513
1,48,132.0,0.0010000000474974513,0.0010000000474974513
1,49,49.0,0.0010000000474974513,0.0010000000474974513
1,50,160.0,0.0010000000474974513,0.0010000000474974513
1,51,119.0,0.0010000000474974513,0.0010000000474974513
1,52,50.0,0.0010000000474974513,0.0010000000474974513
1,53,94.0,0.0010000000474974513,0.0010000000474974513
1,54,128.0,0.0010000000474974513,0.0010000000474974513
1,55,71.0,0.0010000000474974513,0.0010000000474974513
