Coordinator ID,Episode Number,Agent ID,Agent Reward,Episode Reward, Actor Learning Rate, Critic Learning Rate, Entropy
2,7,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,7,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,7,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,7,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,7,0,4.000000000000009,3.0000000000000284,0.0003,0.0034,0.001
4,7,1,-0.9999999999999849,3.0000000000000284,0.0003,0.0034,0.001
5,7,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,7,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,7,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,7,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,7,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,7,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,7,0,-0.9999999999999847,-1.9999999999999991,0.0013,0.0078,0.001
8,7,1,-0.9999999999999999,-1.9999999999999991,0.0013,0.0078,0.001
9,7,0,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
9,7,1,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
10,7,0,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
10,7,1,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
11,7,0,9.490000000000009,8.980000000000013,0.0005,0.0042,0.001
11,7,1,-0.51,8.980000000000013,0.0005,0.0042,0.001
12,7,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,7,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
13,7,0,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
13,7,1,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
14,7,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,7,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,7,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,7,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
0,8,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,8,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,8,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,8,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,8,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,8,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,8,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,8,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,8,0,4.560000000000004,4.1200000000000125,0.0003,0.0034,0.001
4,8,1,-0.4399999999999933,4.1200000000000125,0.0003,0.0034,0.001
5,8,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,8,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,8,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,8,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,8,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,8,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,8,0,-0.9999999999999847,-1.9999999999999991,0.0013,0.0078,0.001
8,8,1,-0.9999999999999999,-1.9999999999999991,0.0013,0.0078,0.001
9,8,0,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
9,8,1,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
10,8,0,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
10,8,1,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
11,8,0,-0.6499999999999879,-1.299999999999976,0.0005,0.0042,0.001
11,8,1,-0.65,-1.299999999999976,0.0005,0.0042,0.001
12,8,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,8,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
13,8,0,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
13,8,1,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
14,8,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,8,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,8,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,8,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
0,9,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,9,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,9,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,9,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,9,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,9,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,9,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,9,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,9,0,-5.999999999999986,-1.9999999999999858,0.0003,0.0034,0.001
4,9,1,4.000000000000016,-1.9999999999999858,0.0003,0.0034,0.001
5,9,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,9,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,9,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,9,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,9,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,9,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,9,0,-0.9999999999999847,-1.9999999999999991,0.0013,0.0078,0.001
8,9,1,-0.9999999999999999,-1.9999999999999991,0.0013,0.0078,0.001
9,9,0,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
9,9,1,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
10,9,0,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
10,9,1,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
11,9,0,14.00000000000001,18.000000000000018,0.0005,0.0042,0.001
11,9,1,4.000000000000003,18.000000000000018,0.0005,0.0042,0.001
12,9,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,9,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
13,9,0,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
13,9,1,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
14,9,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,9,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,9,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,9,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
0,10,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,10,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,10,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,10,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,10,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,10,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,10,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,10,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,10,0,-5.689999999999993,-11.379999999999974,0.0003,0.0034,0.001
4,10,1,-5.6899999999999915,-11.379999999999974,0.0003,0.0034,0.001
5,10,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,10,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,10,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,10,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,10,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,10,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,10,0,-0.9999999999999876,-6.999999999999957,0.0013,0.0078,0.001
8,10,1,-5.9999999999999964,-6.999999999999957,0.0013,0.0078,0.001
9,10,0,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
9,10,1,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
10,10,0,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
10,10,1,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
11,10,0,-5.999999999999985,-6.999999999999957,0.0005,0.0042,0.001
11,10,1,-0.9999999999999999,-6.999999999999957,0.0005,0.0042,0.001
12,10,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,10,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
13,10,0,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
13,10,1,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
14,10,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,10,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,10,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,10,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
0,11,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,11,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,11,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,11,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,11,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,11,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,11,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,11,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,11,0,9.15000000000001,13.300000000000034,0.0003,0.0034,0.001
4,11,1,4.150000000000013,13.300000000000034,0.0003,0.0034,0.001
5,11,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,11,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,11,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,11,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,11,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,11,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,11,0,-5.9999999999999964,-6.999999999999958,0.0013,0.0078,0.001
8,11,1,-0.9999999999999999,-6.999999999999958,0.0013,0.0078,0.001
9,11,0,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
9,11,1,-0.9999999999999999,-2.0000000000000013,0.0044,0.0003,0.001
10,11,0,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
10,11,1,-0.9999999999999999,-2.0000000000000013,0.0086,0.0091,0.001
11,11,0,4.000000000000012,3.0000000000000373,0.0005,0.0042,0.001
11,11,1,-0.9999999999999999,3.0000000000000373,0.0005,0.0042,0.001
12,11,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,11,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
13,11,0,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
13,11,1,-0.9999999999999999,-2.0000000000000013,0.0047,0.0028,0.001
14,11,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,11,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,11,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,11,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
