Coordinator ID,Episode Number,Agent ID,Agent Reward,Episode Reward, Actor Learning Rate, Critic Learning Rate, Entropy
5,147,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,147,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,147,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,147,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,147,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,147,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,147,0,4.07,8.14000000000004,0.0013,0.0078,0.001
8,147,1,4.070000000000012,8.14000000000004,0.0013,0.0078,0.001
11,147,0,-0.5099999999999907,-1.0199999999999863,0.0005,0.0042,0.001
11,147,1,-0.5099999999999945,-1.0199999999999863,0.0005,0.0042,0.001
12,147,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,147,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,147,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,147,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,147,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,147,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,147,0,-5.999999999999991,-6.999999999999959,0.0005,0.0042,0.001
9,147,1,-0.9999999999999938,-6.999999999999959,0.0005,0.0042,0.001
10,147,0,-0.9999999999999902,-1.9999999999999922,0.0013,0.0078,0.001
10,147,1,-0.9999999999999849,-1.9999999999999922,0.0013,0.0078,0.001
13,147,0,-0.9999999999999847,3.0000000000000355,0.0013,0.0078,0.001
13,147,1,4.000000000000008,3.0000000000000355,0.0013,0.0078,0.001
0,148,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,148,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,148,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,148,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,148,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,148,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,148,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,148,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,148,0,4.710000000000004,4.420000000000006,0.0003,0.0034,0.001
4,148,1,-0.28999999999999926,4.420000000000006,0.0003,0.0034,0.001
5,148,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,148,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,148,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,148,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,148,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,148,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,148,0,-0.9299999999999988,-6.8599999999999834,0.0013,0.0078,0.001
8,148,1,-5.929999999999983,-6.8599999999999834,0.0013,0.0078,0.001
11,148,0,4.000000000000011,3.000000000000007,0.0005,0.0042,0.001
11,148,1,-0.9999999999999969,3.000000000000007,0.0005,0.0042,0.001
12,148,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,148,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,148,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,148,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,148,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,148,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,148,0,4.000000000000015,3.000000000000014,0.0005,0.0042,0.001
9,148,1,-0.9999999999999999,3.000000000000014,0.0005,0.0042,0.001
10,148,0,-0.9999999999999876,-1.9999999999999913,0.0013,0.0078,0.001
10,148,1,-0.9999999999999867,-1.9999999999999913,0.0013,0.0078,0.001
13,148,0,4.000000000000016,8.000000000000025,0.0013,0.0078,0.001
13,148,1,4.00000000000001,8.000000000000025,0.0013,0.0078,0.001
0,149,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,149,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,149,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,149,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,149,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,149,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,149,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,149,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,149,0,14.130000000000011,23.259999999999902,0.0003,0.0034,0.001
4,149,1,9.130000000000006,23.259999999999902,0.0003,0.0034,0.001
5,149,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,149,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,149,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,149,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,149,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,149,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,149,0,-0.9999999999999999,3.000000000000041,0.0013,0.0078,0.001
8,149,1,4.0000000000000195,3.000000000000041,0.0013,0.0078,0.001
11,149,0,-5.999999999999989,-6.9999999999999885,0.0005,0.0042,0.001
11,149,1,-0.9999999999999982,-6.9999999999999885,0.0005,0.0042,0.001
12,149,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,149,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,149,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,149,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,149,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,149,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,149,0,-5.999999999999985,-6.999999999999959,0.0005,0.0042,0.001
9,149,1,-0.9999999999999999,-6.999999999999959,0.0005,0.0042,0.001
10,149,0,-5.999999999999987,-6.999999999999971,0.0013,0.0078,0.001
10,149,1,-0.9999999999999867,-6.999999999999971,0.0013,0.0078,0.001
13,149,0,-0.9999999999999999,3.0000000000000426,0.0013,0.0078,0.001
13,149,1,4.000000000000018,3.0000000000000426,0.0013,0.0078,0.001
0,150,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,150,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,150,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,150,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,150,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,150,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,150,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,150,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,150,0,-0.5799999999999894,-1.1599999999999835,0.0003,0.0034,0.001
4,150,1,-0.5800000000000001,-1.1599999999999835,0.0003,0.0034,0.001
5,150,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,150,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,150,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,150,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,150,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,150,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,150,0,-0.9999999999999999,8.000000000000039,0.0013,0.0078,0.001
8,150,1,9.000000000000002,8.000000000000039,0.0013,0.0078,0.001
11,150,0,-0.9999999999999831,-1.9999999999999885,0.0005,0.0042,0.001
11,150,1,-1.0,-1.9999999999999885,0.0005,0.0042,0.001
12,150,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,150,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,150,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,150,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,150,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,150,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,150,0,9.220000000000006,8.440000000000019,0.0005,0.0042,0.001
9,150,1,-0.7799999999999891,8.440000000000019,0.0005,0.0042,0.001
10,150,0,4.170000000000006,3.340000000000024,0.0013,0.0078,0.001
10,150,1,-0.8299999999999967,3.340000000000024,0.0013,0.0078,0.001
13,150,0,4.000000000000008,8.00000000000004,0.0013,0.0078,0.001
13,150,1,4.000000000000015,8.00000000000004,0.0013,0.0078,0.001
0,151,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,151,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,151,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,151,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,151,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,151,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,151,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,151,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,151,0,-0.6399999999999911,-1.2799999999999916,0.0003,0.0034,0.001
4,151,1,-0.639999999999997,-1.2799999999999916,0.0003,0.0034,0.001
5,151,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,151,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,151,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,151,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,151,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,151,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,151,0,-0.78,-11.559999999999983,0.0013,0.0078,0.001
8,151,1,-10.77999999999999,-11.559999999999983,0.0013,0.0078,0.001
11,151,0,-0.9999999999999999,3.00000000000004,0.0005,0.0042,0.001
11,151,1,4.000000000000007,3.00000000000004,0.0005,0.0042,0.001
12,151,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,151,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,151,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,151,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,151,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,151,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,151,0,-0.6899999999999891,-1.3799999999999741,0.0005,0.0042,0.001
9,151,1,-0.689999999999996,-1.3799999999999741,0.0005,0.0042,0.001
10,151,0,-5.999999999999998,-6.999999999999966,0.0013,0.0078,0.001
10,151,1,-0.9999999999999929,-6.999999999999966,0.0013,0.0078,0.001
13,151,0,9.310000000000008,13.620000000000024,0.0013,0.0078,0.001
13,151,1,4.310000000000009,13.620000000000024,0.0013,0.0078,0.001
0,152,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,152,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,152,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,152,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,152,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,152,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,152,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,152,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,152,0,9.630000000000006,14.260000000000016,0.0003,0.0034,0.001
4,152,1,4.630000000000002,14.260000000000016,0.0003,0.0034,0.001
5,152,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,152,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,152,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,152,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,152,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,152,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,152,0,-0.9999999999999999,13.00000000000004,0.0013,0.0078,0.001
8,152,1,14.000000000000012,13.00000000000004,0.0013,0.0078,0.001
11,152,0,4.000000000000008,8.000000000000039,0.0005,0.0042,0.001
11,152,1,4.000000000000011,8.000000000000039,0.0005,0.0042,0.001
12,152,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,152,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,152,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,152,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,152,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,152,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,152,0,9.100000000000014,13.200000000000014,0.0005,0.0042,0.001
9,152,1,4.100000000000003,13.200000000000014,0.0005,0.0042,0.001
10,152,0,-0.9999999999999964,-1.9999999999999936,0.0013,0.0078,0.001
10,152,1,-0.9999999999999967,-1.9999999999999936,0.0013,0.0078,0.001
13,152,0,-5.999999999999999,3.0000000000000338,0.0013,0.0078,0.001
13,152,1,9.00000000000001,3.0000000000000338,0.0013,0.0078,0.001
0,153,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,153,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,153,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,153,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,153,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,153,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,153,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,153,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,153,0,9.380000000000013,13.760000000000023,0.0003,0.0034,0.001
4,153,1,4.380000000000002,13.760000000000023,0.0003,0.0034,0.001
5,153,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,153,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,153,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,153,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,153,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,153,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,153,0,-0.9999999999999999,-1.9999999999999738,0.0013,0.0078,0.001
8,153,1,-0.9999999999999867,-1.9999999999999738,0.0013,0.0078,0.001
11,153,0,-0.9999999999999933,3.0000000000000293,0.0005,0.0042,0.001
11,153,1,4.000000000000008,3.0000000000000293,0.0005,0.0042,0.001
12,153,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,153,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,153,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,153,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,153,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,153,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,153,0,4.000000000000011,8.000000000000034,0.0005,0.0042,0.001
9,153,1,4.0000000000000036,8.000000000000034,0.0005,0.0042,0.001
10,153,0,9.000000000000007,22.99999999999995,0.0013,0.0078,0.001
10,153,1,14.000000000000007,22.99999999999995,0.0013,0.0078,0.001
13,153,0,-0.9999999999999999,-1.999999999999972,0.0013,0.0078,0.001
13,153,1,-0.9999999999999867,-1.999999999999972,0.0013,0.0078,0.001
0,154,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,154,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,154,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,154,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,154,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,154,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,154,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,154,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,154,0,9.070000000000018,13.139999999999828,0.0003,0.0034,0.001
4,154,1,4.070000000000007,13.139999999999828,0.0003,0.0034,0.001
5,154,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,154,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,154,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,154,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,154,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,154,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,154,0,-0.9999999999999999,-6.999999999999974,0.0013,0.0078,0.001
8,154,1,-5.99999999999999,-6.999999999999974,0.0013,0.0078,0.001
11,154,0,-0.9999999999999822,8.000000000000039,0.0005,0.0042,0.001
11,154,1,9.000000000000014,8.000000000000039,0.0005,0.0042,0.001
12,154,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,154,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,154,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,154,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,154,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,154,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,154,0,-5.999999999999985,-6.999999999999968,0.0005,0.0042,0.001
9,154,1,-0.9999999999999929,-6.999999999999968,0.0005,0.0042,0.001
10,154,0,-0.45999999999999774,-0.9199999999999866,0.0013,0.0078,0.001
10,154,1,-0.45999999999999286,-0.9199999999999866,0.0013,0.0078,0.001
13,154,0,-0.9999999999999999,3.0000000000000266,0.0013,0.0078,0.001
13,154,1,4.000000000000012,3.0000000000000266,0.0013,0.0078,0.001
0,155,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,155,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,155,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,155,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,155,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,155,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,155,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,155,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,155,0,-0.3599999999999923,-0.7199999999999849,0.0003,0.0034,0.001
4,155,1,-0.35999999999999666,-0.7199999999999849,0.0003,0.0034,0.001
5,155,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,155,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,155,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,155,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,155,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,155,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,155,0,-0.9999999999999999,-6.999999999999984,0.0013,0.0078,0.001
8,155,1,-5.999999999999983,-6.999999999999984,0.0013,0.0078,0.001
11,155,0,4.000000000000012,8.000000000000034,0.0005,0.0042,0.001
11,155,1,4.0000000000000036,8.000000000000034,0.0005,0.0042,0.001
12,155,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,155,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,155,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,155,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,155,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,155,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,155,0,-5.999999999999984,-12.000000000000023,0.0005,0.0042,0.001
9,155,1,-5.999999999999992,-12.000000000000023,0.0005,0.0042,0.001
10,155,0,-5.999999999999998,-11.999999999999964,0.0013,0.0078,0.001
10,155,1,-5.9999999999999885,-11.999999999999964,0.0013,0.0078,0.001
13,155,0,4.000000000000013,8.00000000000004,0.0013,0.0078,0.001
13,155,1,4.000000000000014,8.00000000000004,0.0013,0.0078,0.001
0,156,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,156,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,156,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,156,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,156,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,156,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,156,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,156,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,156,0,4.170000000000009,8.340000000000034,0.0003,0.0034,0.001
4,156,1,4.170000000000002,8.340000000000034,0.0003,0.0034,0.001
5,156,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,156,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,156,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,156,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,156,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,156,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,156,0,-0.9999999999999999,-1.9999999999999822,0.0013,0.0078,0.001
8,156,1,-0.9999999999999831,-1.9999999999999822,0.0013,0.0078,0.001
11,156,0,9.000000000000014,22.99999999999983,0.0005,0.0042,0.001
11,156,1,14.00000000000001,22.99999999999983,0.0005,0.0042,0.001
12,156,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,156,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,156,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,156,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,156,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,156,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,156,0,-0.9999999999999911,-1.999999999999985,0.0005,0.0042,0.001
9,156,1,-0.9999999999999982,-1.999999999999985,0.0005,0.0042,0.001
10,156,0,4.000000000000003,3.0000000000000284,0.0013,0.0078,0.001
10,156,1,-0.9999999999999891,3.0000000000000284,0.0013,0.0078,0.001
13,156,0,-0.9999999999999999,3.0000000000000346,0.0013,0.0078,0.001
13,156,1,4.000000000000003,3.0000000000000346,0.0013,0.0078,0.001
0,157,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,157,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,157,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,157,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,157,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,157,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,157,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,157,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,157,0,4.280000000000015,8.56000000000001,0.0003,0.0034,0.001
4,157,1,4.28,8.56000000000001,0.0003,0.0034,0.001
5,157,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,157,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,157,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,157,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,157,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
7,157,1,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
8,157,0,-0.9999999999999999,-6.99999999999999,0.0013,0.0078,0.001
8,157,1,-5.999999999999984,-6.99999999999999,0.0013,0.0078,0.001
11,157,0,-5.999999999999986,-12.000000000000027,0.0005,0.0042,0.001
11,157,1,-5.999999999999991,-12.000000000000027,0.0005,0.0042,0.001
12,157,0,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
12,157,1,-0.9999999999999847,-1.9999999999999991,0.0073,0.0039,0.001
14,157,0,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
14,157,1,-0.9999999999999999,-2.0000000000000013,0.008,0.0007,0.001
15,157,0,-0.9999999999999999,-1.9999999999999991,0.0026,0.0027,0.001
15,157,1,-0.9999999999999847,-1.9999999999999991,0.0026,0.0027,0.001
9,157,0,-0.9499999999999909,-1.8999999999999755,0.0005,0.0042,0.001
9,157,1,-0.9499999999999957,-1.8999999999999755,0.0005,0.0042,0.001
10,157,0,-0.9999999999999999,-1.999999999999996,0.0013,0.0078,0.001
10,157,1,-0.9999999999999938,-1.999999999999996,0.0013,0.0078,0.001
13,157,0,4.000000000000009,8.000000000000043,0.0013,0.0078,0.001
13,157,1,4.000000000000019,8.000000000000043,0.0013,0.0078,0.001
0,158,0,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
0,158,1,-0.9999999999999999,-2.0000000000000013,0.0041,0.0012,0.001
1,158,0,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
1,158,1,-0.9999999999999999,-2.0000000000000013,0.006,0.0073,0.001
2,158,0,-0.9999999999999999,-1.9999999999999991,0.0045,0.0032,0.001
2,158,1,-0.9999999999999847,-1.9999999999999991,0.0045,0.0032,0.001
3,158,0,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
3,158,1,-0.9999999999999999,-2.0000000000000013,0.0082,0.008,0.001
4,158,0,4.610000000000008,4.22000000000001,0.0003,0.0034,0.001
4,158,1,-0.39000000000000007,4.22000000000001,0.0003,0.0034,0.001
5,158,0,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
5,158,1,-0.9999999999999999,-2.0000000000000013,0.0078,0.0097,0.001
6,158,0,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
6,158,1,-0.9999999999999999,-2.0000000000000013,0.0039,0.0019,0.001
7,158,0,-0.9999999999999999,-2.0000000000000013,0.0073,0.0012,0.001
