Coordinator ID,Episode Number,Episode Reward,Agent ID,Agent Reward, Actor Learning Rate, Critic Learning Rate, Entropy
0,4,-905.9122516863413,agent_0,753.4058945515195,0.0003,0.0004,0.0001
0,4,-905.9122516863413,agent_1,753.4058945515195,0.0003,0.0004,0.0001
1,4,-690.3737883304525,adversary_0,-690.3737883304525,0.0008,0.0002,0.0001
1,4,-690.3737883304525,agent_0,-215.65305456953297,0.0008,0.0002,0.0001
1,4,-690.3737883304525,agent_1,-215.65305456953297,0.0008,0.0002,0.0001
2,4,-244.95310115428515,adversary_0,-244.95310115428515,0.0004,0.0003,0.0001
2,4,-244.95310115428515,agent_0,-151.84781703099168,0.0004,0.0003,0.0001
2,4,-244.95310115428515,agent_1,-151.84781703099168,0.0004,0.0003,0.0001
3,4,-998.6601022055046,adversary_0,-998.6601022055046,0.0008,0.0002,0.0001
3,4,-998.6601022055046,agent_0,877.214635352863,0.0008,0.0002,0.0001
3,4,-998.6601022055046,agent_1,877.214635352863,0.0008,0.0002,0.0001
4,4,-270.1581363278601,adversary_0,-270.1581363278601,0.0004,0.0001,0.0001
4,4,-270.1581363278601,agent_0,186.56088166373078,0.0004,0.0001,0.0001
4,4,-270.1581363278601,agent_1,186.56088166373078,0.0004,0.0001,0.0001
5,4,-95.34549228174157,adversary_0,-95.34549228174157,0.0005,0.0007,0.0001
5,4,-95.34549228174157,agent_0,56.30308444597133,0.0005,0.0007,0.0001
5,4,-95.34549228174157,agent_1,56.30308444597133,0.0005,0.0007,0.0001
6,4,-117.47836467359645,adversary_0,-117.47836467359645,0.0006,0.0002,0.0001
6,4,-117.47836467359645,agent_0,-397.91091080423746,0.0006,0.0002,0.0001
6,4,-117.47836467359645,agent_1,-397.91091080423746,0.0006,0.0002,0.0001
7,4,-55.651689330937,adversary_0,-55.651689330937,0.0007,0.0009,0.0001
7,4,-55.651689330937,agent_0,-51.56543830710973,0.0007,0.0009,0.0001
7,4,-55.651689330937,agent_1,-51.56543830710973,0.0007,0.0009,0.0001
8,4,-160.74216474549118,adversary_0,-160.74216474549118,0.0001,0.0005,0.0001
8,4,-160.74216474549118,agent_0,46.26426582277491,0.0001,0.0005,0.0001
8,4,-160.74216474549118,agent_1,46.26426582277491,0.0001,0.0005,0.0001
9,4,-169.63454944620932,adversary_0,-169.63454944620932,0.0002,0.0007,0.0001
9,4,-169.63454944620932,agent_0,80.05726196198938,0.0002,0.0007,0.0001
9,4,-169.63454944620932,agent_1,80.05726196198938,0.0002,0.0007,0.0001
10,4,-271.7950132984679,adversary_0,-271.7950132984679,0.0002,0.0002,0.0001
10,4,-271.7950132984679,agent_0,108.55994056951866,0.0002,0.0002,0.0001
10,4,-271.7950132984679,agent_1,108.55994056951866,0.0002,0.0002,0.0001
11,4,-821.0170970719495,adversary_0,-821.0170970719495,0.0007,0.0004,0.0001
11,4,-821.0170970719495,agent_0,327.08747189718883,0.0007,0.0004,0.0001
11,4,-821.0170970719495,agent_1,327.08747189718883,0.0007,0.0004,0.0001
12,4,-598.8438260853208,adversary_0,-598.8438260853208,0.0004,0.0004,0.0001
12,4,-598.8438260853208,agent_0,143.1961314373825,0.0004,0.0004,0.0001
12,4,-598.8438260853208,agent_1,143.1961314373825,0.0004,0.0004,0.0001
13,4,-262.8623060708371,adversary_0,-262.8623060708371,0.0,0.0002,0.0001
13,4,-262.8623060708371,agent_0,118.45341004890255,0.0,0.0002,0.0001
13,4,-262.8623060708371,agent_1,118.45341004890255,0.0,0.0002,0.0001
14,4,-171.72576874343207,adversary_0,-171.72576874343207,0.0005,0.0009,0.0001
14,4,-171.72576874343207,agent_0,48.64434041797465,0.0005,0.0009,0.0001
14,4,-171.72576874343207,agent_1,48.64434041797465,0.0005,0.0009,0.0001
15,4,-332.95191736620797,adversary_0,-332.95191736620797,0.0005,0.0002,0.0001
15,4,-332.95191736620797,agent_0,186.505645269168,0.0005,0.0002,0.0001
15,4,-332.95191736620797,agent_1,186.505645269168,0.0005,0.0002,0.0001
0,5,-210.48387708684984,adversary_0,-210.48387708684984,0.0003,0.0004,0.0001
0,5,-210.48387708684984,agent_0,114.68484799477456,0.0003,0.0004,0.0001
0,5,-210.48387708684984,agent_1,114.68484799477456,0.0003,0.0004,0.0001
1,5,-1021.6703078485554,adversary_0,-1021.6703078485554,0.0008,0.0002,0.0001
1,5,-1021.6703078485554,agent_0,111.83424179490211,0.0008,0.0002,0.0001
1,5,-1021.6703078485554,agent_1,111.83424179490211,0.0008,0.0002,0.0001
2,5,-1057.1268618771765,adversary_0,-1057.1268618771765,0.0004,0.0003,0.0001
2,5,-1057.1268618771765,agent_0,599.0023461717457,0.0004,0.0003,0.0001
2,5,-1057.1268618771765,agent_1,599.0023461717457,0.0004,0.0003,0.0001
3,5,-682.1673272965842,adversary_0,-682.1673272965842,0.0008,0.0002,0.0001
3,5,-682.1673272965842,agent_0,534.2153350251017,0.0008,0.0002,0.0001
3,5,-682.1673272965842,agent_1,534.2153350251017,0.0008,0.0002,0.0001
4,5,-381.01474297440046,adversary_0,-381.01474297440046,0.0004,0.0001,0.0001
4,5,-381.01474297440046,agent_0,330.1223838796172,0.0004,0.0001,0.0001
4,5,-381.01474297440046,agent_1,330.1223838796172,0.0004,0.0001,0.0001
5,5,-384.4897857380914,adversary_0,-384.4897857380914,0.0005,0.0007,0.0001
5,5,-384.4897857380914,agent_0,296.67327760108674,0.0005,0.0007,0.0001
5,5,-384.4897857380914,agent_1,296.67327760108674,0.0005,0.0007,0.0001
6,5,-589.1537447203444,adversary_0,-589.1537447203444,0.0006,0.0002,0.0001
6,5,-589.1537447203444,agent_0,76.0638080287724,0.0006,0.0002,0.0001
6,5,-589.1537447203444,agent_1,76.0638080287724,0.0006,0.0002,0.0001
7,5,-329.4813898363837,adversary_0,-329.4813898363837,0.0007,0.0009,0.0001
7,5,-329.4813898363837,agent_0,257.32574789216534,0.0007,0.0009,0.0001
7,5,-329.4813898363837,agent_1,257.32574789216534,0.0007,0.0009,0.0001
8,5,-201.9526464443419,adversary_0,-201.9526464443419,0.0001,0.0005,0.0001
8,5,-201.9526464443419,agent_0,148.70164073607484,0.0001,0.0005,0.0001
8,5,-201.9526464443419,agent_1,148.70164073607484,0.0001,0.0005,0.0001
9,5,-74.62488736514862,adversary_0,-74.62488736514862,0.0002,0.0007,0.0001
9,5,-74.62488736514862,agent_0,5.507579800195224,0.0002,0.0007,0.0001
9,5,-74.62488736514862,agent_1,5.507579800195224,0.0002,0.0007,0.0001
10,5,-117.03179484207672,adversary_0,-117.03179484207672,0.0002,0.0002,0.0001
10,5,-117.03179484207672,agent_0,-29.979130969175365,0.0002,0.0002,0.0001
10,5,-117.03179484207672,agent_1,-29.979130969175365,0.0002,0.0002,0.0001
11,5,-129.40442743145485,adversary_0,-129.40442743145485,0.0007,0.0004,0.0001
11,5,-129.40442743145485,agent_0,-81.57251773507396,0.0007,0.0004,0.0001
11,5,-129.40442743145485,agent_1,-81.57251773507396,0.0007,0.0004,0.0001
12,5,-314.3858651889309,adversary_0,-314.3858651889309,0.0004,0.0004,0.0001
12,5,-314.3858651889309,agent_0,-588.7805505867223,0.0004,0.0004,0.0001
12,5,-314.3858651889309,agent_1,-588.7805505867223,0.0004,0.0004,0.0001
13,5,-109.4517023535153,adversary_0,-109.4517023535153,0.0,0.0002,0.0001
13,5,-109.4517023535153,agent_0,71.14507421087876,0.0,0.0002,0.0001
13,5,-109.4517023535153,agent_1,71.14507421087876,0.0,0.0002,0.0001
14,5,-171.0877081392906,adversary_0,-171.0877081392906,0.0005,0.0009,0.0001
14,5,-171.0877081392906,agent_0,70.85405841420584,0.0005,0.0009,0.0001
14,5,-171.0877081392906,agent_1,70.85405841420584,0.0005,0.0009,0.0001
15,5,-867.2278706441159,adversary_0,-867.2278706441159,0.0005,0.0002,0.0001
15,5,-867.2278706441159,agent_0,779.0340117475832,0.0005,0.0002,0.0001
15,5,-867.2278706441159,agent_1,779.0340117475832,0.0005,0.0002,0.0001
0,6,-438.68870290723936,adversary_0,-438.68870290723936,0.0003,0.0004,0.0001
0,6,-438.68870290723936,agent_0,300.51918729880646,0.0003,0.0004,0.0001
0,6,-438.68870290723936,agent_1,300.51918729880646,0.0003,0.0004,0.0001
1,6,-668.1835353014094,adversary_0,-668.1835353014094,0.0008,0.0002,0.0001
1,6,-668.1835353014094,agent_0,-192.83400260950765,0.0008,0.0002,0.0001
1,6,-668.1835353014094,agent_1,-192.83400260950765,0.0008,0.0002,0.0001
2,6,-860.0550245613731,adversary_0,-860.0550245613731,0.0004,0.0003,0.0001
2,6,-860.0550245613731,agent_0,268.6498612400345,0.0004,0.0003,0.0001
2,6,-860.0550245613731,agent_1,268.6498612400345,0.0004,0.0003,0.0001
3,6,-846.7452467504831,adversary_0,-846.7452467504831,0.0008,0.0002,0.0001
3,6,-846.7452467504831,agent_0,752.6178395655669,0.0008,0.0002,0.0001
3,6,-846.7452467504831,agent_1,752.6178395655669,0.0008,0.0002,0.0001
4,6,-162.06227733756072,adversary_0,-162.06227733756072,0.0004,0.0001,0.0001
4,6,-162.06227733756072,agent_0,57.39794403926032,0.0004,0.0001,0.0001
4,6,-162.06227733756072,agent_1,57.39794403926032,0.0004,0.0001,0.0001
5,6,-191.97589798188736,adversary_0,-191.97589798188736,0.0005,0.0007,0.0001
5,6,-191.97589798188736,agent_0,39.58527357362078,0.0005,0.0007,0.0001
5,6,-191.97589798188736,agent_1,39.58527357362078,0.0005,0.0007,0.0001
6,6,-142.53701340490488,adversary_0,-142.53701340490488,0.0006,0.0002,0.0001
6,6,-142.53701340490488,agent_0,-36.045274180109296,0.0006,0.0002,0.0001
6,6,-142.53701340490488,agent_1,-36.045274180109296,0.0006,0.0002,0.0001
7,6,-381.9861864599251,adversary_0,-381.9861864599251,0.0007,0.0009,0.0001
7,6,-381.9861864599251,agent_0,254.82519301436517,0.0007,0.0009,0.0001
7,6,-381.9861864599251,agent_1,254.82519301436517,0.0007,0.0009,0.0001
8,6,-469.7057645436492,adversary_0,-469.7057645436492,0.0001,0.0005,0.0001
8,6,-469.7057645436492,agent_0,353.9239945422315,0.0001,0.0005,0.0001
8,6,-469.7057645436492,agent_1,353.9239945422315,0.0001,0.0005,0.0001
9,6,-162.80957728060568,adversary_0,-162.80957728060568,0.0002,0.0007,0.0001
9,6,-162.80957728060568,agent_0,64.90103771459745,0.0002,0.0007,0.0001
9,6,-162.80957728060568,agent_1,64.90103771459745,0.0002,0.0007,0.0001
10,6,-280.8651460149903,adversary_0,-280.8651460149903,0.0002,0.0002,0.0001
10,6,-280.8651460149903,agent_0,186.24035130934337,0.0002,0.0002,0.0001
10,6,-280.8651460149903,agent_1,186.24035130934337,0.0002,0.0002,0.0001
11,6,-133.98464698399616,adversary_0,-133.98464698399616,0.0007,0.0004,0.0001
11,6,-133.98464698399616,agent_0,75.97101749353617,0.0007,0.0004,0.0001
11,6,-133.98464698399616,agent_1,75.97101749353617,0.0007,0.0004,0.0001
12,6,-612.228282901667,adversary_0,-612.228282901667,0.0004,0.0004,0.0001
12,6,-612.228282901667,agent_0,-151.395033254093,0.0004,0.0004,0.0001
12,6,-612.228282901667,agent_1,-151.395033254093,0.0004,0.0004,0.0001
13,6,-237.01154694586265,adversary_0,-237.01154694586265,0.0,0.0002,0.0001
13,6,-237.01154694586265,agent_0,135.39533682530197,0.0,0.0002,0.0001
13,6,-237.01154694586265,agent_1,135.39533682530197,0.0,0.0002,0.0001
14,6,-106.2621867480079,adversary_0,-106.2621867480079,0.0005,0.0009,0.0001
14,6,-106.2621867480079,agent_0,-445.5454801238835,0.0005,0.0009,0.0001
14,6,-106.2621867480079,agent_1,-445.5454801238835,0.0005,0.0009,0.0001
15,6,-980.880495166901,adversary_0,-980.880495166901,0.0005,0.0002,0.0001
15,6,-980.880495166901,agent_0,148.69137405698797,0.0005,0.0002,0.0001
15,6,-980.880495166901,agent_1,148.69137405698797,0.0005,0.0002,0.0001
0,7,-44.550066721295416,adversary_0,-44.550066721295416,0.0003,0.0004,0.0001
0,7,-44.550066721295416,agent_0,-30.409000894654994,0.0003,0.0004,0.0001
0,7,-44.550066721295416,agent_1,-30.409000894654994,0.0003,0.0004,0.0001
1,7,-876.0201798377635,adversary_0,-876.0201798377635,0.0008,0.0002,0.0001
1,7,-876.0201798377635,agent_0,-23.45652989266953,0.0008,0.0002,0.0001
1,7,-876.0201798377635,agent_1,-23.45652989266953,0.0008,0.0002,0.0001
2,7,-584.9498403038759,adversary_0,-584.9498403038759,0.0004,0.0003,0.0001
2,7,-584.9498403038759,agent_0,-34.34808183654065,0.0004,0.0003,0.0001
2,7,-584.9498403038759,agent_1,-34.34808183654065,0.0004,0.0003,0.0001
3,7,-1029.9497060312744,adversary_0,-1029.9497060312744,0.0008,0.0002,0.0001
3,7,-1029.9497060312744,agent_0,992.2504420174942,0.0008,0.0002,0.0001
3,7,-1029.9497060312744,agent_1,992.2504420174942,0.0008,0.0002,0.0001
4,7,-350.1711039056771,adversary_0,-350.1711039056771,0.0004,0.0001,0.0001
4,7,-350.1711039056771,agent_0,234.17825030774353,0.0004,0.0001,0.0001
4,7,-350.1711039056771,agent_1,234.17825030774353,0.0004,0.0001,0.0001
5,7,-76.10110361606387,adversary_0,-76.10110361606387,0.0005,0.0007,0.0001
5,7,-76.10110361606387,agent_0,-691.4343629544627,0.0005,0.0007,0.0001
5,7,-76.10110361606387,agent_1,-691.4343629544627,0.0005,0.0007,0.0001
6,7,-138.20077454106973,adversary_0,-138.20077454106973,0.0006,0.0002,0.0001
6,7,-138.20077454106973,agent_0,-9.377264014861167,0.0006,0.0002,0.0001
6,7,-138.20077454106973,agent_1,-9.377264014861167,0.0006,0.0002,0.0001
7,7,-155.61247708941474,adversary_0,-155.61247708941474,0.0007,0.0009,0.0001
7,7,-155.61247708941474,agent_0,84.40040272745004,0.0007,0.0009,0.0001
7,7,-155.61247708941474,agent_1,84.40040272745004,0.0007,0.0009,0.0001
8,7,-113.44217567828282,adversary_0,-113.44217567828282,0.0001,0.0005,0.0001
8,7,-113.44217567828282,agent_0,15.661161221963981,0.0001,0.0005,0.0001
8,7,-113.44217567828282,agent_1,15.661161221963981,0.0001,0.0005,0.0001
9,7,-84.88560698149266,adversary_0,-84.88560698149266,0.0002,0.0007,0.0001
9,7,-84.88560698149266,agent_0,-61.67672755200949,0.0002,0.0007,0.0001
9,7,-84.88560698149266,agent_1,-61.67672755200949,0.0002,0.0007,0.0001
10,7,-120.12644013214079,adversary_0,-120.12644013214079,0.0002,0.0002,0.0001
10,7,-120.12644013214079,agent_0,-2.8077018553417927,0.0002,0.0002,0.0001
10,7,-120.12644013214079,agent_1,-2.8077018553417927,0.0002,0.0002,0.0001
11,7,-354.24667454031754,adversary_0,-354.24667454031754,0.0007,0.0004,0.0001
11,7,-354.24667454031754,agent_0,294.40805578096746,0.0007,0.0004,0.0001
11,7,-354.24667454031754,agent_1,294.40805578096746,0.0007,0.0004,0.0001
12,7,-802.9695909008718,adversary_0,-802.9695909008718,0.0004,0.0004,0.0001
12,7,-802.9695909008718,agent_0,-72.30541150957639,0.0004,0.0004,0.0001
12,7,-802.9695909008718,agent_1,-72.30541150957639,0.0004,0.0004,0.0001
13,7,-112.99056347978335,adversary_0,-112.99056347978335,0.0,0.0002,0.0001
13,7,-112.99056347978335,agent_0,13.723760607995056,0.0,0.0002,0.0001
13,7,-112.99056347978335,agent_1,13.723760607995056,0.0,0.0002,0.0001
14,7,-104.27132245825125,adversary_0,-104.27132245825125,0.0005,0.0009,0.0001
14,7,-104.27132245825125,agent_0,-91.61625589654214,0.0005,0.0009,0.0001
