Coordinator ID,Episode Number,Episode Reward,Agent ID,Agent Reward, Actor Learning Rate, Critic Learning Rate, Entropy
7,2,-28.999365860657726,agent_1,-165.72348219417808,0.0,0.0001,0.0001
8,2,-158.38885937404717,adversary_0,-158.38885937404717,0.0004,0.0003,0.0001
8,2,-158.38885937404717,agent_0,33.89812584216374,0.0004,0.0003,0.0001
8,2,-158.38885937404717,agent_1,33.89812584216374,0.0004,0.0003,0.0001
9,2,-304.949341950404,adversary_0,-304.949341950404,0.0008,0.0007,0.0001
9,2,-304.949341950404,agent_0,5.948357667393999,0.0008,0.0007,0.0001
9,2,-304.949341950404,agent_1,5.948357667393999,0.0008,0.0007,0.0001
10,2,-320.400169705396,adversary_0,-320.400169705396,0.0004,0.0006,0.0001
10,2,-320.400169705396,agent_0,247.63839069574334,0.0004,0.0006,0.0001
10,2,-320.400169705396,agent_1,247.63839069574334,0.0004,0.0006,0.0001
11,2,-69.3898510023633,adversary_0,-69.3898510023633,0.0002,0.0002,0.0001
11,2,-69.3898510023633,agent_0,-125.75575127001763,0.0002,0.0002,0.0001
11,2,-69.3898510023633,agent_1,-125.75575127001763,0.0002,0.0002,0.0001
12,2,-102.52303741782755,adversary_0,-102.52303741782755,0.0001,0.001,0.0001
12,2,-102.52303741782755,agent_0,9.363369522900973,0.0001,0.001,0.0001
12,2,-102.52303741782755,agent_1,9.363369522900973,0.0001,0.001,0.0001
13,2,-211.91277247885253,adversary_0,-211.91277247885253,0.0002,0.0004,0.0001
13,2,-211.91277247885253,agent_0,94.79510029115488,0.0002,0.0004,0.0001
13,2,-211.91277247885253,agent_1,94.79510029115488,0.0002,0.0004,0.0001
14,2,-105.95351235648141,adversary_0,-105.95351235648141,0.0,0.0002,0.0001
14,2,-105.95351235648141,agent_0,-4.5827003931005486,0.0,0.0002,0.0001
14,2,-105.95351235648141,agent_1,-4.5827003931005486,0.0,0.0002,0.0001
15,2,-447.32615950304654,adversary_0,-447.32615950304654,0.0005,0.0005,0.0001
15,2,-447.32615950304654,agent_0,359.0290639502279,0.0005,0.0005,0.0001
15,2,-447.32615950304654,agent_1,359.0290639502279,0.0005,0.0005,0.0001
0,3,-358.60303606075007,adversary_0,-358.60303606075007,0.0007,0.0005,0.0001
0,3,-358.60303606075007,agent_0,229.40586937777312,0.0007,0.0005,0.0001
0,3,-358.60303606075007,agent_1,229.40586937777312,0.0007,0.0005,0.0001
1,3,-857.8924872693063,adversary_0,-857.8924872693063,0.0006,0.0001,0.0001
1,3,-857.8924872693063,agent_0,721.233714386562,0.0006,0.0001,0.0001
1,3,-857.8924872693063,agent_1,721.233714386562,0.0006,0.0001,0.0001
2,3,-307.70593880926424,adversary_0,-307.70593880926424,0.0002,0.0002,0.0001
2,3,-307.70593880926424,agent_0,187.30503117604292,0.0002,0.0002,0.0001
2,3,-307.70593880926424,agent_1,187.30503117604292,0.0002,0.0002,0.0001
3,3,-904.8568738242733,adversary_0,-904.8568738242733,0.001,0.0003,0.0001
3,3,-904.8568738242733,agent_0,762.8605836034121,0.001,0.0003,0.0001
3,3,-904.8568738242733,agent_1,762.8605836034121,0.001,0.0003,0.0001
4,3,-749.62409148445,adversary_0,-749.62409148445,0.0004,0.0002,0.0001
4,3,-749.62409148445,agent_0,369.2235247800578,0.0004,0.0002,0.0001
4,3,-749.62409148445,agent_1,369.2235247800578,0.0004,0.0002,0.0001
5,3,-665.5605520945311,adversary_0,-665.5605520945311,0.0009,0.0001,0.0001
5,3,-665.5605520945311,agent_0,571.4963399608629,0.0009,0.0001,0.0001
5,3,-665.5605520945311,agent_1,571.4963399608629,0.0009,0.0001,0.0001
6,3,-992.0772218537685,adversary_0,-992.0772218537685,0.001,0.0009,0.0001
6,3,-992.0772218537685,agent_0,934.0828419923749,0.001,0.0009,0.0001
6,3,-992.0772218537685,agent_1,934.0828419923749,0.001,0.0009,0.0001
7,3,-66.32486794680428,adversary_0,-66.32486794680428,0.0,0.0001,0.0001
7,3,-66.32486794680428,agent_0,-99.73789413608097,0.0,0.0001,0.0001
7,3,-66.32486794680428,agent_1,-99.73789413608097,0.0,0.0001,0.0001
8,3,-257.1196105245601,adversary_0,-257.1196105245601,0.0004,0.0003,0.0001
8,3,-257.1196105245601,agent_0,-131.66677712730063,0.0004,0.0003,0.0001
8,3,-257.1196105245601,agent_1,-131.66677712730063,0.0004,0.0003,0.0001
9,3,-234.1274392198725,adversary_0,-234.1274392198725,0.0008,0.0007,0.0001
9,3,-234.1274392198725,agent_0,-486.77805062064306,0.0008,0.0007,0.0001
9,3,-234.1274392198725,agent_1,-486.77805062064306,0.0008,0.0007,0.0001
10,3,-113.78506091740482,adversary_0,-113.78506091740482,0.0004,0.0006,0.0001
10,3,-113.78506091740482,agent_0,-9.70241800349904,0.0004,0.0006,0.0001
10,3,-113.78506091740482,agent_1,-9.70241800349904,0.0004,0.0006,0.0001
11,3,-169.91190444026682,adversary_0,-169.91190444026682,0.0002,0.0002,0.0001
11,3,-169.91190444026682,agent_0,42.490161354516914,0.0002,0.0002,0.0001
11,3,-169.91190444026682,agent_1,42.490161354516914,0.0002,0.0002,0.0001
12,3,-184.237557735104,adversary_0,-184.237557735104,0.0001,0.001,0.0001
12,3,-184.237557735104,agent_0,81.99392238612585,0.0001,0.001,0.0001
12,3,-184.237557735104,agent_1,81.99392238612585,0.0001,0.001,0.0001
13,3,-221.51017292165028,adversary_0,-221.51017292165028,0.0002,0.0004,0.0001
13,3,-221.51017292165028,agent_0,173.67572133333533,0.0002,0.0004,0.0001
13,3,-221.51017292165028,agent_1,173.67572133333533,0.0002,0.0004,0.0001
14,3,-67.1272546191004,adversary_0,-67.1272546191004,0.0,0.0002,0.0001
14,3,-67.1272546191004,agent_0,-54.00488177416558,0.0,0.0002,0.0001
14,3,-67.1272546191004,agent_1,-54.00488177416558,0.0,0.0002,0.0001
15,3,-617.2765892380725,adversary_0,-617.2765892380725,0.0005,0.0005,0.0001
15,3,-617.2765892380725,agent_0,531.6160191146456,0.0005,0.0005,0.0001
15,3,-617.2765892380725,agent_1,531.6160191146456,0.0005,0.0005,0.0001
0,4,-84.41990516286394,adversary_0,-84.41990516286394,0.0007,0.0005,0.0001
0,4,-84.41990516286394,agent_0,-51.64237036589637,0.0007,0.0005,0.0001
0,4,-84.41990516286394,agent_1,-51.64237036589637,0.0007,0.0005,0.0001
1,4,-662.4671098360916,adversary_0,-662.4671098360916,0.0006,0.0001,0.0001
1,4,-662.4671098360916,agent_0,351.29985287931027,0.0006,0.0001,0.0001
1,4,-662.4671098360916,agent_1,351.29985287931027,0.0006,0.0001,0.0001
2,4,-286.26442558371247,adversary_0,-286.26442558371247,0.0002,0.0002,0.0001
2,4,-286.26442558371247,agent_0,75.57023787284007,0.0002,0.0002,0.0001
2,4,-286.26442558371247,agent_1,75.57023787284007,0.0002,0.0002,0.0001
3,4,-999.8998212786307,adversary_0,-999.8998212786307,0.001,0.0003,0.0001
3,4,-999.8998212786307,agent_0,835.7927900120116,0.001,0.0003,0.0001
3,4,-999.8998212786307,agent_1,835.7927900120116,0.001,0.0003,0.0001
4,4,-444.48312665872635,adversary_0,-444.48312665872635,0.0004,0.0002,0.0001
4,4,-444.48312665872635,agent_0,-167.71157239096073,0.0004,0.0002,0.0001
4,4,-444.48312665872635,agent_1,-167.71157239096073,0.0004,0.0002,0.0001
5,4,-854.3675615960875,adversary_0,-854.3675615960875,0.0009,0.0001,0.0001
5,4,-854.3675615960875,agent_0,741.8347003622122,0.0009,0.0001,0.0001
5,4,-854.3675615960875,agent_1,741.8347003622122,0.0009,0.0001,0.0001
6,4,-388.1939359016209,adversary_0,-388.1939359016209,0.001,0.0009,0.0001
6,4,-388.1939359016209,agent_0,234.69278602423225,0.001,0.0009,0.0001
6,4,-388.1939359016209,agent_1,234.69278602423225,0.001,0.0009,0.0001
7,4,-90.32311361013139,adversary_0,-90.32311361013139,0.0,0.0001,0.0001
7,4,-90.32311361013139,agent_0,-16.901824667857916,0.0,0.0001,0.0001
7,4,-90.32311361013139,agent_1,-16.901824667857916,0.0,0.0001,0.0001
8,4,-250.8822790109734,adversary_0,-250.8822790109734,0.0004,0.0003,0.0001
8,4,-250.8822790109734,agent_0,36.930496434018885,0.0004,0.0003,0.0001
8,4,-250.8822790109734,agent_1,36.930496434018885,0.0004,0.0003,0.0001
9,4,-71.45817599861223,adversary_0,-71.45817599861223,0.0008,0.0007,0.0001
9,4,-71.45817599861223,agent_0,-920.0610710791494,0.0008,0.0007,0.0001
9,4,-71.45817599861223,agent_1,-920.0610710791494,0.0008,0.0007,0.0001
10,4,-621.3518906174506,adversary_0,-621.3518906174506,0.0004,0.0006,0.0001
10,4,-621.3518906174506,agent_0,-110.54573241751828,0.0004,0.0006,0.0001
10,4,-621.3518906174506,agent_1,-110.54573241751828,0.0004,0.0006,0.0001
11,4,-311.96774513929904,adversary_0,-311.96774513929904,0.0002,0.0002,0.0001
11,4,-311.96774513929904,agent_0,237.8823680836596,0.0002,0.0002,0.0001
11,4,-311.96774513929904,agent_1,237.8823680836596,0.0002,0.0002,0.0001
12,4,-261.83097030795665,adversary_0,-261.83097030795665,0.0001,0.001,0.0001
12,4,-261.83097030795665,agent_0,199.6319427189107,0.0001,0.001,0.0001
12,4,-261.83097030795665,agent_1,199.6319427189107,0.0001,0.001,0.0001
13,4,-93.06928124617174,adversary_0,-93.06928124617174,0.0002,0.0004,0.0001
13,4,-93.06928124617174,agent_0,-60.453097572882115,0.0002,0.0004,0.0001
13,4,-93.06928124617174,agent_1,-60.453097572882115,0.0002,0.0004,0.0001
14,4,-54.553359834272946,adversary_0,-54.553359834272946,0.0,0.0002,0.0001
14,4,-54.553359834272946,agent_0,-28.319637332288117,0.0,0.0002,0.0001
14,4,-54.553359834272946,agent_1,-28.319637332288117,0.0,0.0002,0.0001
15,4,-952.4484712815236,adversary_0,-952.4484712815236,0.0005,0.0005,0.0001
15,4,-952.4484712815236,agent_0,929.4450422196959,0.0005,0.0005,0.0001
15,4,-952.4484712815236,agent_1,929.4450422196959,0.0005,0.0005,0.0001
0,5,-109.37547716518417,adversary_0,-109.37547716518417,0.0007,0.0005,0.0001
0,5,-109.37547716518417,agent_0,-5.028579085299599,0.0007,0.0005,0.0001
0,5,-109.37547716518417,agent_1,-5.028579085299599,0.0007,0.0005,0.0001
1,5,-725.5343649928951,adversary_0,-725.5343649928951,0.0006,0.0001,0.0001
1,5,-725.5343649928951,agent_0,381.67058023600316,0.0006,0.0001,0.0001
1,5,-725.5343649928951,agent_1,381.67058023600316,0.0006,0.0001,0.0001
2,5,-264.9695920647111,adversary_0,-264.9695920647111,0.0002,0.0002,0.0001
2,5,-264.9695920647111,agent_0,199.12910674289398,0.0002,0.0002,0.0001
2,5,-264.9695920647111,agent_1,199.12910674289398,0.0002,0.0002,0.0001
3,5,-734.197763333606,adversary_0,-734.197763333606,0.001,0.0003,0.0001
3,5,-734.197763333606,agent_0,690.2770228796385,0.001,0.0003,0.0001
3,5,-734.197763333606,agent_1,690.2770228796385,0.001,0.0003,0.0001
4,5,-696.5098893641167,adversary_0,-696.5098893641167,0.0004,0.0002,0.0001
4,5,-696.5098893641167,agent_0,196.6180907833749,0.0004,0.0002,0.0001
4,5,-696.5098893641167,agent_1,196.6180907833749,0.0004,0.0002,0.0001
5,5,-876.1160238185552,adversary_0,-876.1160238185552,0.0009,0.0001,0.0001
5,5,-876.1160238185552,agent_0,793.9953188015556,0.0009,0.0001,0.0001
5,5,-876.1160238185552,agent_1,793.9953188015556,0.0009,0.0001,0.0001
6,5,-513.6110205320754,adversary_0,-513.6110205320754,0.001,0.0009,0.0001
6,5,-513.6110205320754,agent_0,424.2302960137389,0.001,0.0009,0.0001
6,5,-513.6110205320754,agent_1,424.2302960137389,0.001,0.0009,0.0001
7,5,-138.84567131297604,adversary_0,-138.84567131297604,0.0,0.0001,0.0001
7,5,-138.84567131297604,agent_0,16.207494913948132,0.0,0.0001,0.0001
7,5,-138.84567131297604,agent_1,16.207494913948132,0.0,0.0001,0.0001
8,5,-127.54323338088095,adversary_0,-127.54323338088095,0.0004,0.0003,0.0001
8,5,-127.54323338088095,agent_0,-167.5541329128608,0.0004,0.0003,0.0001
8,5,-127.54323338088095,agent_1,-167.5541329128608,0.0004,0.0003,0.0001
9,5,-73.44148408375668,adversary_0,-73.44148408375668,0.0008,0.0007,0.0001
9,5,-73.44148408375668,agent_0,-847.7224297302308,0.0008,0.0007,0.0001
9,5,-73.44148408375668,agent_1,-847.7224297302308,0.0008,0.0007,0.0001
10,5,-992.9312983876395,adversary_0,-992.9312983876395,0.0004,0.0006,0.0001
10,5,-992.9312983876395,agent_0,93.92466800551195,0.0004,0.0006,0.0001
10,5,-992.9312983876395,agent_1,93.92466800551195,0.0004,0.0006,0.0001
11,5,-832.6062777240575,adversary_0,-832.6062777240575,0.0002,0.0002,0.0001
11,5,-832.6062777240575,agent_0,475.0035789699131,0.0002,0.0002,0.0001
11,5,-832.6062777240575,agent_1,475.0035789699131,0.0002,0.0002,0.0001
12,5,-93.151066081567,adversary_0,-93.151066081567,0.0001,0.001,0.0001
12,5,-93.151066081567,agent_0,26.563250703389933,0.0001,0.001,0.0001
12,5,-93.151066081567,agent_1,26.563250703389933,0.0001,0.001,0.0001
13,5,-87.37292554305469,adversary_0,-87.37292554305469,0.0002,0.0004,0.0001
13,5,-87.37292554305469,agent_0,-14.11223026696656,0.0002,0.0004,0.0001
13,5,-87.37292554305469,agent_1,-14.11223026696656,0.0002,0.0004,0.0001
14,5,-82.40858830949897,adversary_0,-82.40858830949897,0.0,0.0002,0.0001
14,5,-82.40858830949897,agent_0,6.5198099734642385,0.0,0.0002,0.0001
14,5,-82.40858830949897,agent_1,6.5198099734642385,0.0,0.0002,0.0001
15,5,-202.6972713929302,adversary_0,-202.6972713929302,0.0005,0.0005,0.0001
15,5,-202.6972713929302,agent_0,135.0680975616765,0.0005,0.0005,0.0001
15,5,-202.6972713929302,agent_1,135.0680975616765,0.0005,0.0005,0.0001
0,6,-155.227442246667,adversary_0,-155.227442246667,0.0007,0.0005,0.0001
0,6,-155.227442246667,agent_0,85.70925529601557,0.0007,0.0005,0.0001
0,6,-155.227442246667,agent_1,85.70925529601557,0.0007,0.0005,0.0001
1,6,-645.4243132366678,adversary_0,-645.4243132366678,0.0006,0.0001,0.0001
1,6,-645.4243132366678,agent_0,411.57830882311134,0.0006,0.0001,0.0001
1,6,-645.4243132366678,agent_1,411.57830882311134,0.0006,0.0001,0.0001
2,6,-452.7959845144291,adversary_0,-452.7959845144291,0.0002,0.0002,0.0001
2,6,-452.7959845144291,agent_0,326.4428726172599,0.0002,0.0002,0.0001
2,6,-452.7959845144291,agent_1,326.4428726172599,0.0002,0.0002,0.0001
3,6,-230.5983315122874,adversary_0,-230.5983315122874,0.001,0.0003,0.0001
3,6,-230.5983315122874,agent_0,82.70957222527957,0.001,0.0003,0.0001
3,6,-230.5983315122874,agent_1,82.70957222527957,0.001,0.0003,0.0001
4,6,-347.56213975261824,adversary_0,-347.56213975261824,0.0004,0.0002,0.0001
4,6,-347.56213975261824,agent_0,-110.1914361112535,0.0004,0.0002,0.0001
4,6,-347.56213975261824,agent_1,-110.1914361112535,0.0004,0.0002,0.0001
5,6,-996.6343073756657,adversary_0,-996.6343073756657,0.0009,0.0001,0.0001
5,6,-996.6343073756657,agent_0,917.6905675961237,0.0009,0.0001,0.0001
5,6,-996.6343073756657,agent_1,917.6905675961237,0.0009,0.0001,0.0001
8,6,-131.57219658950112,adversary_0,-131.57219658950112,0.0004,0.0003,0.0001
8,6,-131.57219658950112,agent_0,-539.2470134631776,0.0004,0.0003,0.0001
8,6,-131.57219658950112,agent_1,-539.2470134631776,0.0004,0.0003,0.0001
11,6,-284.6893539407599,adversary_0,-284.6893539407599,0.0002,0.0002,0.0001
11,6,-284.6893539407599,agent_0,196.98401383957724,0.0002,0.0002,0.0001
11,6,-284.6893539407599,agent_1,196.98401383957724,0.0002,0.0002,0.0001
12,6,-104.16210962026118,adversary_0,-104.16210962026118,0.0001,0.001,0.0001
12,6,-104.16210962026118,agent_0,56.67145007443902,0.0001,0.001,0.0001
12,6,-104.16210962026118,agent_1,56.67145007443902,0.0001,0.001,0.0001
13,6,-125.97145386276219,adversary_0,-125.97145386276219,0.0002,0.0004,0.0001
13,6,-125.97145386276219,agent_0,54.28457448061434,0.0002,0.0004,0.0001
13,6,-125.97145386276219,agent_1,54.28457448061434,0.0002,0.0004,0.0001
14,6,-61.79281966985435,adversary_0,-61.79281966985435,0.0,0.0002,0.0001
14,6,-61.79281966985435,agent_0,-41.99523059500186,0.0,0.0002,0.0001
14,6,-61.79281966985435,agent_1,-41.99523059500186,0.0,0.0002,0.0001
15,6,-496.49674863814437,adversary_0,-496.49674863814437,0.0005,0.0005,0.0001
15,6,-496.49674863814437,agent_0,369.604524339078,0.0005,0.0005,0.0001
15,6,-496.49674863814437,agent_1,369.604524339078,0.0005,0.0005,0.0001
6,6,-114.37725285045796,adversary_0,-114.37725285045796,0.0,0.0002,0.0001
6,6,-114.37725285045796,agent_0,49.60857861605904,0.0,0.0002,0.0001
6,6,-114.37725285045796,agent_1,49.60857861605904,0.0,0.0002,0.0001
9,6,-190.15022630114768,adversary_0,-190.15022630114768,0.0,0.0002,0.0001
9,6,-190.15022630114768,agent_0,102.94288238558141,0.0,0.0002,0.0001
9,6,-190.15022630114768,agent_1,102.94288238558141,0.0,0.0002,0.0001
0,7,-118.58610130149768,adversary_0,-118.58610130149768,0.0007,0.0005,0.0001
0,7,-118.58610130149768,agent_0,-19.930530443859467,0.0007,0.0005,0.0001
0,7,-118.58610130149768,agent_1,-19.930530443859467,0.0007,0.0005,0.0001
1,7,-837.2503972275994,adversary_0,-837.2503972275994,0.0006,0.0001,0.0001
1,7,-837.2503972275994,agent_0,314.32349171184916,0.0006,0.0001,0.0001
1,7,-837.2503972275994,agent_1,314.32349171184916,0.0006,0.0001,0.0001
2,7,-658.9606047177069,adversary_0,-658.9606047177069,0.0002,0.0002,0.0001
2,7,-658.9606047177069,agent_0,523.7934072021316,0.0002,0.0002,0.0001
2,7,-658.9606047177069,agent_1,523.7934072021316,0.0002,0.0002,0.0001
3,7,-242.31703626869904,adversary_0,-242.31703626869904,0.001,0.0003,0.0001
3,7,-242.31703626869904,agent_0,145.52582157289703,0.001,0.0003,0.0001
3,7,-242.31703626869904,agent_1,145.52582157289703,0.001,0.0003,0.0001
4,7,-38.00022362327001,adversary_0,-38.00022362327001,0.0004,0.0002,0.0001
4,7,-38.00022362327001,agent_0,-292.5314758495981,0.0004,0.0002,0.0001
4,7,-38.00022362327001,agent_1,-292.5314758495981,0.0004,0.0002,0.0001
5,7,-949.9839109521104,adversary_0,-949.9839109521104,0.0009,0.0001,0.0001
5,7,-949.9839109521104,agent_0,801.6960929296079,0.0009,0.0001,0.0001
5,7,-949.9839109521104,agent_1,801.6960929296079,0.0009,0.0001,0.0001
7,6,-253.3041017246278,adversary_0,-253.3041017246278,0.0,0.0001,0.0001
7,6,-253.3041017246278,agent_0,172.47076600720513,0.0,0.0001,0.0001
7,6,-253.3041017246278,agent_1,172.47076600720513,0.0,0.0001,0.0001
8,7,-227.62141902996177,adversary_0,-227.62141902996177,0.0004,0.0003,0.0001
8,7,-227.62141902996177,agent_0,-561.4690485465236,0.0004,0.0003,0.0001
8,7,-227.62141902996177,agent_1,-561.4690485465236,0.0004,0.0003,0.0001
10,6,-243.89260548053463,adversary_0,-243.89260548053463,0.0004,0.0006,0.0001
10,6,-243.89260548053463,agent_0,-677.4706816572809,0.0004,0.0006,0.0001
10,6,-243.89260548053463,agent_1,-677.4706816572809,0.0004,0.0006,0.0001
11,7,-518.3433198577818,adversary_0,-518.3433198577818,0.0002,0.0002,0.0001
11,7,-518.3433198577818,agent_0,419.00399194684246,0.0002,0.0002,0.0001
11,7,-518.3433198577818,agent_1,419.00399194684246,0.0002,0.0002,0.0001
12,7,-96.84143758441937,adversary_0,-96.84143758441937,0.0001,0.001,0.0001
12,7,-96.84143758441937,agent_0,-7.3309826122206925,0.0001,0.001,0.0001
12,7,-96.84143758441937,agent_1,-7.3309826122206925,0.0001,0.001,0.0001
13,7,-115.54363468693832,adversary_0,-115.54363468693832,0.0002,0.0004,0.0001
13,7,-115.54363468693832,agent_0,36.06711579444616,0.0002,0.0004,0.0001
13,7,-115.54363468693832,agent_1,36.06711579444616,0.0002,0.0004,0.0001
14,7,-120.9245272986679,adversary_0,-120.9245272986679,0.0,0.0002,0.0001
14,7,-120.9245272986679,agent_0,-31.120154203368944,0.0,0.0002,0.0001
14,7,-120.9245272986679,agent_1,-31.120154203368944,0.0,0.0002,0.0001
15,7,-43.663481931333706,adversary_0,-43.663481931333706,0.0005,0.0005,0.0001
15,7,-43.663481931333706,agent_0,-73.84886975652788,0.0005,0.0005,0.0001
15,7,-43.663481931333706,agent_1,-73.84886975652788,0.0005,0.0005,0.0001
6,7,-101.0349590387604,adversary_0,-101.0349590387604,0.0,0.0002,0.0001
6,7,-101.0349590387604,agent_0,21.122645697730086,0.0,0.0002,0.0001
6,7,-101.0349590387604,agent_1,21.122645697730086,0.0,0.0002,0.0001
9,7,-77.79956254602389,adversary_0,-77.79956254602389,0.0,0.0002,0.0001
9,7,-77.79956254602389,agent_0,-11.057041276636213,0.0,0.0002,0.0001
9,7,-77.79956254602389,agent_1,-11.057041276636213,0.0,0.0002,0.0001
0,8,-102.29273985977375,adversary_0,-102.29273985977375,0.0007,0.0005,0.0001
0,8,-102.29273985977375,agent_0,45.31322850007686,0.0007,0.0005,0.0001
0,8,-102.29273985977375,agent_1,45.31322850007686,0.0007,0.0005,0.0001
