Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Unroll Length
1,1,-150.87968307503724,9.999999747378752e-05,0.0027000000700354576,0.99,278
2,1,-182.8809465799073,0.002300000051036477,0.003800000064074993,0.99,441
3,1,-281.3064585193736,0.004100000020116568,0.002099999925121665,0.99,14
4,1,-142.4417704860315,0.002199999988079071,0.0003000000142492354,0.99,376
5,1,-194.4014283921182,0.00039999998989515007,0.0017000000225380063,0.99,141
6,1,-93.59950806350105,0.0034000000450760126,0.0019000000320374966,0.99,319
7,1,-98.04092627063362,0.00139999995008111,0.0010000000474974513,0.99,263
8,1,-219.40140614539774,0.0024999999441206455,0.002300000051036477,0.99,314
9,1,-215.85496093203574,0.002099999925121665,0.0010000000474974513,0.99,17
10,1,-79.87572366473236,0.00419999985024333,0.0024999999441206455,0.99,67
11,1,-148.7622757062927,0.0013000000035390258,0.0038999998942017555,0.99,34
12,1,-379.8349746642782,0.004399999976158142,0.004800000227987766,0.99,159
13,1,-228.80289121814943,0.004699999932199717,0.002899999963119626,0.99,177
14,1,-241.46045058422473,0.0034000000450760126,0.004100000020116568,0.99,368
15,1,-127.64607553329378,0.00019999999494757503,0.0003000000142492354,0.99,418
16,1,-263.0719818071416,0.00430000014603138,0.0012000000569969416,0.99,73
1,2,-175.25209128989138,9.999999747378752e-05,0.0027000000700354576,0.99,278
2,2,-374.7388928899407,0.002300000051036477,0.003800000064074993,0.99,441
3,2,-287.2349583350426,0.004100000020116568,0.002099999925121665,0.99,14
4,2,-198.29271364061822,0.002199999988079071,0.0003000000142492354,0.99,376
5,2,-284.8158387076662,0.00039999998989515007,0.0017000000225380063,0.99,141
6,2,-403.7440307378723,0.0034000000450760126,0.0019000000320374966,0.99,319
7,2,-364.35684875212553,0.00139999995008111,0.0010000000474974513,0.99,263
8,2,-252.616095395908,0.0024999999441206455,0.002300000051036477,0.99,314
9,2,-437.42008379157534,0.002099999925121665,0.0010000000474974513,0.99,17
10,2,-360.42862776369907,0.00419999985024333,0.0024999999441206455,0.99,67
11,2,-450.67400477616496,0.0013000000035390258,0.0038999998942017555,0.99,34
12,2,-196.0459157664449,0.004399999976158142,0.004800000227987766,0.99,159
13,2,-168.44815828297436,0.004699999932199717,0.002899999963119626,0.99,177
14,2,-458.27535536717113,0.0034000000450760126,0.004100000020116568,0.99,368
15,2,-23.99526975145585,0.00019999999494757503,0.0003000000142492354,0.99,418
16,2,-149.23939939619464,0.00430000014603138,0.0012000000569969416,0.99,73
1,3,-452.1956343237408,9.999999747378752e-05,0.0027000000700354576,0.99,278
2,3,-271.032891681352,0.002300000051036477,0.003800000064074993,0.99,441
3,3,-492.91308551459855,0.004100000020116568,0.002099999925121665,0.99,14
4,3,-467.273552011391,0.002199999988079071,0.0003000000142492354,0.99,376
5,3,-101.69425295321321,0.00039999998989515007,0.0017000000225380063,0.99,141
6,3,-125.52586565060619,0.0034000000450760126,0.0019000000320374966,0.99,319
7,3,-665.4927855940758,0.00139999995008111,0.0010000000474974513,0.99,263
8,3,-485.21362046691286,0.0024999999441206455,0.002300000051036477,0.99,314
9,3,-153.6088536244757,0.002099999925121665,0.0010000000474974513,0.99,17
10,3,-575.7773680967222,0.00419999985024333,0.0024999999441206455,0.99,67
11,3,-321.3921376947269,0.0013000000035390258,0.0038999998942017555,0.99,34
12,3,-11.411503276571693,0.004399999976158142,0.004800000227987766,0.99,159
