Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Unroll Length
6,5,-977.7309750514703,0.00430000014603138,0.0006000000284984708,0.99,404
7,5,-582.7147179631493,0.003000000026077032,0.0032999999821186066,0.99,127
9,4,-503.89543383292204,0.004600000102072954,0.0003000000142492354,0.99,394
10,5,-1921.546089606369,0.0015999999595806003,0.00039999998989515007,0.99,471
11,5,-133.9998769852957,0.002400000113993883,9.999999747378752e-05,0.99,423
12,5,-443.80334044933886,0.0026000000070780516,0.002199999988079071,0.99,495
13,5,-91.5753303676255,0.0003000000142492354,0.0005000000237487257,0.99,184
14,5,-563.5642505017636,0.0024999999441206455,0.004000000189989805,0.99,345
15,5,-495.4142850347129,0.0015999999595806003,0.0005000000237487257,0.99,14
16,5,-779.8610458244533,0.0031999999191612005,0.0035000001080334187,0.99,265
8,5,-47.51582506867966,0.0003000000142492354,0.0005000000237487257,0.99,184
1,6,-346.13304948725363,0.00430000014603138,0.002400000113993883,0.99,429
2,6,-602.2231412108697,0.0027000000700354576,0.004600000102072954,0.99,132
3,6,-518.9282855145557,0.0032999999821186066,0.0015999999595806003,0.99,160
4,6,-13.996011692043936,0.003000000026077032,9.999999747378752e-05,0.99,254
5,6,-646.5946546663827,0.0024999999441206455,0.004399999976158142,0.99,216
6,6,-829.0416984117365,0.00430000014603138,0.0006000000284984708,0.99,404
7,6,-782.3155535022106,0.003000000026077032,0.0032999999821186066,0.99,127
9,5,-756.2581989955169,0.004600000102072954,0.0003000000142492354,0.99,394
10,6,-936.7757667620881,0.0015999999595806003,0.00039999998989515007,0.99,471
11,6,-149.44704311929192,0.002400000113993883,9.999999747378752e-05,0.99,423
12,6,-606.5830292262795,0.0026000000070780516,0.002199999988079071,0.99,495
13,6,-330.25197391455674,0.0003000000142492354,0.0005000000237487257,0.99,184
14,6,-575.1386706372435,0.0024999999441206455,0.004000000189989805,0.99,345
15,6,-431.2579279627575,0.0015999999595806003,0.0005000000237487257,0.99,14
16,6,-355.11687534780685,0.0031999999191612005,0.0035000001080334187,0.99,265
8,6,-183.4758897592555,0.0003000000142492354,0.0005000000237487257,0.99,184
1,7,-268.128588701757,0.00430000014603138,0.002400000113993883,0.99,429
2,7,-338.39646791246696,0.0027000000700354576,0.004600000102072954,0.99,132
3,7,-889.8377862699463,0.0032999999821186066,0.0015999999595806003,0.99,160
4,7,-179.90080509370193,0.003000000026077032,9.999999747378752e-05,0.99,254
5,7,-659.2713523581594,0.0024999999441206455,0.004399999976158142,0.99,216
6,7,-773.7902760695603,0.00430000014603138,0.0006000000284984708,0.99,404
7,7,-550.3040852932029,0.003000000026077032,0.0032999999821186066,0.99,127
9,6,-150.7103415754636,0.004600000102072954,0.0003000000142492354,0.99,394
10,7,-655.2829789424561,0.0015999999595806003,0.00039999998989515007,0.99,471
11,7,-148.9386912489167,0.002400000113993883,9.999999747378752e-05,0.99,423
12,7,-126.3087446633335,0.0026000000070780516,0.002199999988079071,0.99,495
13,7,-259.4479431457559,0.0003000000142492354,0.0005000000237487257,0.99,184
14,7,-649.8273762506185,0.0024999999441206455,0.004000000189989805,0.99,345
15,7,-141.8055894485185,0.0015999999595806003,0.0005000000237487257,0.99,14
16,7,-327.27366746028645,0.0031999999191612005,0.0035000001080334187,0.99,265
8,7,-418.5723236682559,0.0003000000142492354,0.0005000000237487257,0.99,184
1,8,-94.11669972096927,0.00430000014603138,0.002400000113993883,0.99,429
2,8,-446.67713153364167,0.0027000000700354576,0.004600000102072954,0.99,132
3,8,-544.7174312230384,0.0032999999821186066,0.0015999999595806003,0.99,160
4,8,-177.94995187049926,0.003000000026077032,9.999999747378752e-05,0.99,254
5,8,-753.6949918307746,0.0024999999441206455,0.004399999976158142,0.99,216
6,8,-436.5392883590221,0.00430000014603138,0.0006000000284984708,0.99,404
7,8,-157.1023608241747,0.003000000026077032,0.0032999999821186066,0.99,127
9,7,-138.41424748638036,0.004600000102072954,0.0003000000142492354,0.99,394
10,8,-514.6410203117208,0.0015999999595806003,0.00039999998989515007,0.99,471
11,8,-145.8235121739444,0.002400000113993883,9.999999747378752e-05,0.99,423
12,8,-125.9289544305094,0.0026000000070780516,0.002199999988079071,0.99,495
13,8,-124.08382453973155,0.0003000000142492354,0.0005000000237487257,0.99,184
14,8,-604.9357460994974,0.0024999999441206455,0.004000000189989805,0.99,345
15,8,-75.09755003820854,0.0015999999595806003,0.0005000000237487257,0.99,14
16,8,-297.021968451136,0.0031999999191612005,0.0035000001080334187,0.99,265
8,8,-52.307965872363106,0.0003000000142492354,0.0005000000237487257,0.99,184
1,9,-101.01705995399672,0.00430000014603138,0.002400000113993883,0.99,429
2,9,-458.8817426516252,0.0027000000700354576,0.004600000102072954,0.99,132
3,9,-73.26817262849887,0.0032999999821186066,0.0015999999595806003,0.99,160
4,9,-126.45322478289744,0.003000000026077032,9.999999747378752e-05,0.99,254
5,9,-735.8235619005782,0.0024999999441206455,0.004399999976158142,0.99,216
6,9,-882.262171821027,0.00430000014603138,0.0006000000284984708,0.99,404
7,9,-108.95744895537555,0.003000000026077032,0.0032999999821186066,0.99,127
9,8,-521.675957549224,0.004600000102072954,0.0003000000142492354,0.99,394
10,9,-1015.4245248165689,0.0015999999595806003,0.00039999998989515007,0.99,471
11,9,38.149584399292394,0.002400000113993883,9.999999747378752e-05,0.99,423
12,9,-166.76932428027834,0.0026000000070780516,0.002199999988079071,0.99,495
13,9,-174.92165538770118,0.0003000000142492354,0.0005000000237487257,0.99,184
14,9,-623.4752367279513,0.0024999999441206455,0.004000000189989805,0.99,345
15,9,27.951629465566754,0.0015999999595806003,0.0005000000237487257,0.99,14
16,9,-270.2215037288292,0.0031999999191612005,0.0035000001080334187,0.99,265
8,9,-554.6956801077911,0.0003000000142492354,0.0005000000237487257,0.99,184
1,10,-96.74620260633287,0.00430000014603138,0.002400000113993883,0.99,429
2,10,-440.1268701968537,0.0027000000700354576,0.004600000102072954,0.99,132
3,10,-298.82586532534395,0.0032999999821186066,0.0015999999595806003,0.99,160
4,10,-120.27466335126545,0.003000000026077032,9.999999747378752e-05,0.99,254
5,10,-591.7785733422248,0.0024999999441206455,0.004399999976158142,0.99,216
6,10,-426.33417710293446,0.00430000014603138,0.0006000000284984708,0.99,404
7,10,-128.00139131224523,0.003000000026077032,0.0032999999821186066,0.99,127
9,9,-623.0657201058723,0.004600000102072954,0.0003000000142492354,0.99,394
10,10,-441.0267837178728,0.0015999999595806003,0.00039999998989515007,0.99,471
11,10,-90.76043197519012,0.002400000113993883,9.999999747378752e-05,0.99,423
12,10,-220.51069776938346,0.0026000000070780516,0.002199999988079071,0.99,495
13,10,-150.49445695828624,0.0003000000142492354,0.0005000000237487257,0.99,184
14,10,-411.4929760500266,0.0024999999441206455,0.004000000189989805,0.99,345
15,10,-66.32315081107777,0.0015999999595806003,0.0005000000237487257,0.99,14
16,10,-535.2058202150627,0.0031999999191612005,0.0035000001080334187,0.99,265
8,10,-402.1206346097515,0.0003000000142492354,0.0005000000237487257,0.99,184
1,11,-139.75297409740193,0.00430000014603138,0.002400000113993883,0.99,429
2,11,-462.57489842889015,0.0027000000700354576,0.004600000102072954,0.99,132
3,11,-510.1755749402318,0.0032999999821186066,0.0015999999595806003,0.99,160
4,11,-106.6433270917365,0.003000000026077032,9.999999747378752e-05,0.99,254
5,11,-392.03552218471964,0.0024999999441206455,0.004399999976158142,0.99,216
6,11,-739.5167277527609,0.00430000014603138,0.0006000000284984708,0.99,404
7,11,-163.80799650006898,0.003000000026077032,0.0032999999821186066,0.99,127
9,10,-571.9315991598846,0.004600000102072954,0.0003000000142492354,0.99,394
10,11,-3037.7662986644464,0.0015999999595806003,0.00039999998989515007,0.99,471
11,11,-91.03069473417162,0.002400000113993883,9.999999747378752e-05,0.99,423
12,11,-335.37528799728227,0.0026000000070780516,0.002199999988079071,0.99,495
13,11,-325.9317463702049,0.0003000000142492354,0.0005000000237487257,0.99,184
14,11,-967.071960295113,0.0024999999441206455,0.004000000189989805,0.99,345
15,11,-423.2175338261744,0.0015999999595806003,0.0005000000237487257,0.99,14
16,11,-457.6401572344703,0.0031999999191612005,0.0035000001080334187,0.99,265
8,11,-339.3930927943577,0.0003000000142492354,0.0005000000237487257,0.99,184
1,12,-82.69604006343437,0.00430000014603138,0.002400000113993883,0.99,429
2,12,-770.1639345322546,0.0027000000700354576,0.004600000102072954,0.99,132
3,12,-79.11086613344926,0.0032999999821186066,0.0015999999595806003,0.99,160
4,12,-132.98267638092832,0.003000000026077032,9.999999747378752e-05,0.99,254
5,12,-737.5913293466176,0.0024999999441206455,0.004399999976158142,0.99,216
6,12,-821.9562671745041,0.00430000014603138,0.0006000000284984708,0.99,404
7,12,-153.10485085828049,0.003000000026077032,0.0032999999821186066,0.99,127
9,11,-726.537441799286,0.004600000102072954,0.0003000000142492354,0.99,394
12,12,-273.8437947035038,0.0026000000070780516,0.002199999988079071,0.99,495
13,12,-278.78988859655124,0.0003000000142492354,0.0005000000237487257,0.99,184
14,12,-353.53104828860853,0.0024999999441206455,0.004000000189989805,0.99,345
15,12,-503.36734507785644,0.0015999999595806003,0.0005000000237487257,0.99,14
16,12,-383.7408879102442,0.0031999999191612005,0.0035000001080334187,0.99,265
8,12,-197.34729344068177,0.0003000000142492354,0.0005000000237487257,0.99,184
10,12,-55.098989290065816,0.0003000000142492354,0.0005000000237487257,0.99,184
1,13,-267.8332239822675,0.00430000014603138,0.002400000113993883,0.99,429
2,13,-400.94391081280116,0.0027000000700354576,0.004600000102072954,0.99,132
3,13,-133.48007090480235,0.0032999999821186066,0.0015999999595806003,0.99,160
4,13,-107.91029705747812,0.003000000026077032,9.999999747378752e-05,0.99,254
5,13,-320.4266306394177,0.0024999999441206455,0.004399999976158142,0.99,216
6,13,-584.1891329873847,0.00430000014603138,0.0006000000284984708,0.99,404
7,13,-369.41391043569,0.003000000026077032,0.0032999999821186066,0.99,127
12,13,-189.30298917051266,0.0026000000070780516,0.002199999988079071,0.99,495
13,13,-196.6027855331145,0.0003000000142492354,0.0005000000237487257,0.99,184
14,13,-759.295210655258,0.0024999999441206455,0.004000000189989805,0.99,345
15,13,-615.6435385275106,0.0015999999595806003,0.0005000000237487257,0.99,14
16,13,-317.97479418767267,0.0031999999191612005,0.0035000001080334187,0.99,265
8,13,-331.1123416432571,0.0003000000142492354,0.0005000000237487257,0.99,184
10,13,-112.26451443009603,0.0003000000142492354,0.0005000000237487257,0.99,184
9,12,295.68310718890757,0.003000000026077032,9.999999747378752e-05,0.99,254
1,14,-248.83518027819383,0.00430000014603138,0.002400000113993883,0.99,429
2,14,-446.9191649731265,0.0027000000700354576,0.004600000102072954,0.99,132
3,14,-73.38909678915965,0.0032999999821186066,0.0015999999595806003,0.99,160
4,14,-160.72036836525893,0.003000000026077032,9.999999747378752e-05,0.99,254
5,14,-334.34038597934216,0.0024999999441206455,0.004399999976158142,0.99,216
6,14,-804.3868786097868,0.00430000014603138,0.0006000000284984708,0.99,404
7,14,-122.5310116500637,0.003000000026077032,0.0032999999821186066,0.99,127
11,12,-157.77504914920664,0.002400000113993883,9.999999747378752e-05,0.99,423
12,14,-158.20846461581925,0.0026000000070780516,0.002199999988079071,0.99,495
13,14,-51.276861177200715,0.0003000000142492354,0.0005000000237487257,0.99,184
14,14,-788.9212280230819,0.0024999999441206455,0.004000000189989805,0.99,345
15,14,-725.7855835127428,0.0015999999595806003,0.0005000000237487257,0.99,14
16,14,-712.0512143262678,0.0031999999191612005,0.0035000001080334187,0.99,265
8,14,-222.8872193581068,0.0003000000142492354,0.0005000000237487257,0.99,184
10,14,-367.044932801741,0.0003000000142492354,0.0005000000237487257,0.99,184
9,13,-102.84927453592661,0.003000000026077032,9.999999747378752e-05,0.99,254
1,15,-109.1843985496228,0.00430000014603138,0.002400000113993883,0.99,429
2,15,-780.5700785064748,0.0027000000700354576,0.004600000102072954,0.99,132
3,15,-275.33785098639345,0.0032999999821186066,0.0015999999595806003,0.99,160
4,15,-29.428454865365154,0.003000000026077032,9.999999747378752e-05,0.99,254
5,15,-801.9596992771276,0.0024999999441206455,0.004399999976158142,0.99,216
6,15,-337.95763572997305,0.00430000014603138,0.0006000000284984708,0.99,404
7,15,-98.70639925766437,0.003000000026077032,0.0032999999821186066,0.99,127
11,13,-159.81353341020017,0.002400000113993883,9.999999747378752e-05,0.99,423
12,15,-81.18215393124038,0.0026000000070780516,0.002199999988079071,0.99,495
13,15,-301.87944304339476,0.0003000000142492354,0.0005000000237487257,0.99,184
14,15,-589.7296681395877,0.0024999999441206455,0.004000000189989805,0.99,345
15,15,-377.13802199075155,0.0015999999595806003,0.0005000000237487257,0.99,14
16,15,-806.2642459580775,0.0031999999191612005,0.0035000001080334187,0.99,265
8,15,-177.16035523816828,0.0003000000142492354,0.0005000000237487257,0.99,184
10,15,-55.917747799585115,0.0003000000142492354,0.0005000000237487257,0.99,184
9,14,-102.53751725200854,0.003000000026077032,9.999999747378752e-05,0.99,254
1,16,-515.1570899298657,0.00430000014603138,0.002400000113993883,0.99,429
2,16,-601.3716351674677,0.0027000000700354576,0.004600000102072954,0.99,132
3,16,-111.93443552836575,0.0032999999821186066,0.0015999999595806003,0.99,160
4,16,-165.68551014616418,0.003000000026077032,9.999999747378752e-05,0.99,254
5,16,-438.02536881650394,0.0024999999441206455,0.004399999976158142,0.99,216
6,16,-518.2201994462223,0.00430000014603138,0.0006000000284984708,0.99,404
7,16,-109.16465975601227,0.003000000026077032,0.0032999999821186066,0.99,127
11,14,-148.253856827736,0.002400000113993883,9.999999747378752e-05,0.99,423
12,16,-431.1514279779669,0.0026000000070780516,0.002199999988079071,0.99,495
13,16,-40.1350092776309,0.0003000000142492354,0.0005000000237487257,0.99,184
14,16,-456.6996579554173,0.0024999999441206455,0.004000000189989805,0.99,345
15,16,-447.1699882904762,0.0015999999595806003,0.0005000000237487257,0.99,14
16,16,-608.7306984513874,0.0031999999191612005,0.0035000001080334187,0.99,265
8,16,-170.49618255425798,0.0003000000142492354,0.0005000000237487257,0.99,184
10,16,-86.37076637052087,0.0003000000142492354,0.0005000000237487257,0.99,184
9,15,-150.398976831165,0.003000000026077032,9.999999747378752e-05,0.99,254
1,17,-30.08176703918815,0.00430000014603138,0.002400000113993883,0.99,429
2,17,-525.6944325099057,0.0027000000700354576,0.004600000102072954,0.99,132
3,17,-130.26396931521987,0.0032999999821186066,0.0015999999595806003,0.99,160
4,17,-137.37217820381352,0.003000000026077032,9.999999747378752e-05,0.99,254
5,17,-696.3047919277586,0.0024999999441206455,0.004399999976158142,0.99,216
6,17,-501.6573221237983,0.00430000014603138,0.0006000000284984708,0.99,404
7,17,-96.60007746529385,0.003000000026077032,0.0032999999821186066,0.99,127
11,15,-169.6996744703633,0.002400000113993883,9.999999747378752e-05,0.99,423
12,17,-606.683170946531,0.0026000000070780516,0.002199999988079071,0.99,495
13,17,-146.29819205042298,0.0003000000142492354,0.0005000000237487257,0.99,184
14,17,-528.8236948322639,0.0024999999441206455,0.004000000189989805,0.99,345
15,17,-668.0048772585768,0.0015999999595806003,0.0005000000237487257,0.99,14
16,17,-494.7672036303085,0.0031999999191612005,0.0035000001080334187,0.99,265
8,17,-389.389629181389,0.0003000000142492354,0.0005000000237487257,0.99,184
10,17,-320.05151983137694,0.0003000000142492354,0.0005000000237487257,0.99,184
9,16,-103.53499177560042,0.003000000026077032,9.999999747378752e-05,0.99,254
1,18,-221.0427610816975,0.00430000014603138,0.002400000113993883,0.99,429
2,18,-661.9359136689245,0.0027000000700354576,0.004600000102072954,0.99,132
3,18,-122.83562310658075,0.0032999999821186066,0.0015999999595806003,0.99,160
4,18,-116.50114817479425,0.003000000026077032,9.999999747378752e-05,0.99,254
5,18,-821.2112657430836,0.0024999999441206455,0.004399999976158142,0.99,216
6,18,-764.5694654138504,0.00430000014603138,0.0006000000284984708,0.99,404
7,18,-119.22375560652048,0.003000000026077032,0.0032999999821186066,0.99,127
11,16,-134.71222373164204,0.002400000113993883,9.999999747378752e-05,0.99,423
12,18,-179.029266527656,0.0026000000070780516,0.002199999988079071,0.99,495
13,18,-219.6336423093214,0.0003000000142492354,0.0005000000237487257,0.99,184
14,18,-472.16695002124123,0.0024999999441206455,0.004000000189989805,0.99,345
15,18,-447.6111491185092,0.0015999999595806003,0.0005000000237487257,0.99,14
16,18,-1300.8870784227597,0.0031999999191612005,0.0035000001080334187,0.99,265
8,18,-329.60699269225904,0.0003000000142492354,0.0005000000237487257,0.99,184
10,18,-403.98707724743025,0.0003000000142492354,0.0005000000237487257,0.99,184
9,17,-135.66025048889122,0.003000000026077032,9.999999747378752e-05,0.99,254
1,19,-122.31366922962306,0.00430000014603138,0.002400000113993883,0.99,429
2,19,-522.7439718416103,0.0027000000700354576,0.004600000102072954,0.99,132
3,19,-150.07247318325133,0.0032999999821186066,0.0015999999595806003,0.99,160
4,19,-133.21127934940293,0.003000000026077032,9.999999747378752e-05,0.99,254
5,19,-458.20015424712005,0.0024999999441206455,0.004399999976158142,0.99,216
6,19,-379.8576648559026,0.00430000014603138,0.0006000000284984708,0.99,404
7,19,-151.09480390308846,0.003000000026077032,0.0032999999821186066,0.99,127
11,17,-125.11822668171607,0.002400000113993883,9.999999747378752e-05,0.99,423
12,19,-596.3116655726748,0.0026000000070780516,0.002199999988079071,0.99,495
13,19,-542.215982182163,0.0003000000142492354,0.0005000000237487257,0.99,184
14,19,-677.1020592981631,0.0024999999441206455,0.004000000189989805,0.99,345
15,19,-584.9864925045262,0.0015999999595806003,0.0005000000237487257,0.99,14
16,19,-698.06143638174,0.0031999999191612005,0.0035000001080334187,0.99,265
8,19,-384.25621459878596,0.0003000000142492354,0.0005000000237487257,0.99,184
10,19,-244.8933860223241,0.0003000000142492354,0.0005000000237487257,0.99,184
9,18,-160.31736495037458,0.003000000026077032,9.999999747378752e-05,0.99,254
1,20,-124.91635092447575,0.00430000014603138,0.002400000113993883,0.99,429
2,20,-497.0478825060943,0.0027000000700354576,0.004600000102072954,0.99,132
3,20,-139.9060467789583,0.0032999999821186066,0.0015999999595806003,0.99,160
4,20,-130.41139422245323,0.003000000026077032,9.999999747378752e-05,0.99,254
5,20,-580.3537562284658,0.0024999999441206455,0.004399999976158142,0.99,216
6,20,-620.4724030267535,0.00430000014603138,0.0006000000284984708,0.99,404
7,20,-138.24225689925072,0.003000000026077032,0.0032999999821186066,0.99,127
11,18,-122.90018574307123,0.002400000113993883,9.999999747378752e-05,0.99,423
12,20,-481.53132402589813,0.0026000000070780516,0.002199999988079071,0.99,495
13,20,-152.22026391762387,0.0003000000142492354,0.0005000000237487257,0.99,184
14,20,-341.9989589864855,0.0024999999441206455,0.004000000189989805,0.99,345
15,20,-464.8975511180061,0.0015999999595806003,0.0005000000237487257,0.99,14
16,20,-259.2343902521866,0.0031999999191612005,0.0035000001080334187,0.99,265
8,20,-144.45829769513279,0.0003000000142492354,0.0005000000237487257,0.99,184
10,20,-134.0470297612747,0.0003000000142492354,0.0005000000237487257,0.99,184
9,19,-177.0370261638953,0.003000000026077032,9.999999747378752e-05,0.99,254
1,21,-115.4540489396469,0.00430000014603138,0.002400000113993883,0.99,429
2,21,-519.4450985022847,0.0027000000700354576,0.004600000102072954,0.99,132
3,21,-132.92230881596026,0.0032999999821186066,0.0015999999595806003,0.99,160
4,21,-172.57993354147857,0.003000000026077032,9.999999747378752e-05,0.99,254
5,21,-593.8761721520048,0.0024999999441206455,0.004399999976158142,0.99,216
6,21,-773.6751181810149,0.00430000014603138,0.0006000000284984708,0.99,404
7,21,-116.50130050407321,0.003000000026077032,0.0032999999821186066,0.99,127
11,19,-148.43008518496566,0.002400000113993883,9.999999747378752e-05,0.99,423
12,21,-123.20253160965046,0.0026000000070780516,0.002199999988079071,0.99,495
13,21,-321.2795735690155,0.0003000000142492354,0.0005000000237487257,0.99,184
14,21,-346.49972518655557,0.0024999999441206455,0.004000000189989805,0.99,345
15,21,-734.6463916835406,0.0015999999595806003,0.0005000000237487257,0.99,14
16,21,-388.2974531203776,0.0031999999191612005,0.0035000001080334187,0.99,265
8,21,-272.4288407229858,0.0003000000142492354,0.0005000000237487257,0.99,184
10,21,-332.2757961570302,0.0003000000142492354,0.0005000000237487257,0.99,184
9,20,-150.4479472821651,0.003000000026077032,9.999999747378752e-05,0.99,254
1,22,-154.96287876811647,0.00430000014603138,0.002400000113993883,0.99,429
2,22,-550.9586910019166,0.0027000000700354576,0.004600000102072954,0.99,132
3,22,-117.94533332495828,0.0032999999821186066,0.0015999999595806003,0.99,160
4,22,-110.25704466804308,0.003000000026077032,9.999999747378752e-05,0.99,254
5,22,-520.0474209913257,0.0024999999441206455,0.004399999976158142,0.99,216
6,22,-797.1290998430217,0.00430000014603138,0.0006000000284984708,0.99,404
7,22,-170.88433530355934,0.003000000026077032,0.0032999999821186066,0.99,127
11,20,-123.21062939116482,0.002400000113993883,9.999999747378752e-05,0.99,423
12,22,-100.25732145512205,0.0026000000070780516,0.002199999988079071,0.99,495
13,22,-141.1274892868888,0.0003000000142492354,0.0005000000237487257,0.99,184
14,22,-456.164461675613,0.0024999999441206455,0.004000000189989805,0.99,345
15,22,-726.4967372247426,0.0015999999595806003,0.0005000000237487257,0.99,14
16,22,-69.21063496418822,0.0031999999191612005,0.0035000001080334187,0.99,265
8,22,-60.235757426381255,0.0003000000142492354,0.0005000000237487257,0.99,184
10,22,-436.3720325709265,0.0003000000142492354,0.0005000000237487257,0.99,184
9,21,-85.2511135263401,0.003000000026077032,9.999999747378752e-05,0.99,254
1,23,-128.57305399623328,0.00430000014603138,0.002400000113993883,0.99,429
2,23,-796.8965099279397,0.0027000000700354576,0.004600000102072954,0.99,132
3,23,-144.4366186700352,0.0032999999821186066,0.0015999999595806003,0.99,160
4,23,-93.96711546097683,0.003000000026077032,9.999999747378752e-05,0.99,254
5,23,-453.0351804577144,0.0024999999441206455,0.004399999976158142,0.99,216
6,23,-897.6884234746466,0.00430000014603138,0.0006000000284984708,0.99,404
7,23,-180.64151055134582,0.003000000026077032,0.0032999999821186066,0.99,127
11,21,-173.95371013630995,0.002400000113993883,9.999999747378752e-05,0.99,423
12,23,-780.503399593846,0.0026000000070780516,0.002199999988079071,0.99,495
13,23,-363.82193965150543,0.0003000000142492354,0.0005000000237487257,0.99,184
14,23,-829.617854020333,0.0024999999441206455,0.004000000189989805,0.99,345
